Print File Name,Date,Total Print Time,Estimated Material Area (in),Estimated Material Length,Print Length,Print Area,Estimated Percentage of Waste,Material,Ink Consumption cc sq ft,Printer,Minutes of Print Time,Total Ink Used For Print,Day of Week,Empty Space
Cushman_Wake_Citi_Recycle_Signs_7_31_24_UFS,2024-08-05,0 days 00:08:09,1552.3,36.1,36.1,1552.3,0.0,Ultra Foam Sheet 4' x 8',0.6534407009,HP,8.15,7.044000000049096,Monday,0.0
Cushman_Wake_Citi_Recycle_Signs_9_23_24_UFS,2024-09-27,0 days 00:37:40,4608.0,96.0,96.0,4608.0,0.0,Ultra Foam Sheet 4' x 8',0.6805625,HP,37.666666666666664,21.778,Friday,0.0
Cushman_Wake_Recycle_Easil_signs_8_9_24_UFS~2,2024-08-09,0 days 00:08:06,1272.0,26.5,26.5,1272.0,0.0,Ultra Foam Sheet 4' x 8',0.609509434,HP,8.1,5.384000000333334,Friday,0.0
DNI_Country_Lane_Woods_HOA_MeetT_6_24_24_CORPL1824,2024-06-24,0 days 00:06:50,1737.6,72.4,72.4,1737.6,0.0,"Corragated Plastic 18"" x 24"" sheet",1.405856354,HP,6.833333333333333,16.964000004933332,Monday,0.0
DNI_Rupel_Farms_Election_Meeting_3_18_24_CORPLS,2024-03-18,0 days 00:03:28,324.0,18.0,18.0,324.0,0.0,Corragated Plastic 4' x 8' sheet,1.638095,HP,3.466666666666667,3.68571375,Monday,0.0
DNI_Twin_Chimneys_No_Smoking_4-8-24_ALM1218,2024-04-09,0 days 00:07:01,1296.0,72.0,72.0,1296.0,0.0,Aluminum 12 x 18 sheets,1.638095,HP,7.016666666666667,14.742855,Tuesday,0.0
DO_NOT_ENTER_18x24_8-26-24_CORPLS,2024-08-26,0 days 00:06:23,432.0,18.0,18.0,432.0,0.0,Corragated Plastic 4' x 8' sheet,0.4943333333,HP,6.383333333333334,1.4829999999,Monday,0.0
DO_NOT_ENTER_18x24_Need_8_single_face_8-26-24_CORPLS,2024-08-26,0 days 00:13:20,2592.0,54.0,54.0,2592.0,0.0,Corragated Plastic 4' x 8' sheet,0.4946666667,HP,13.333333333333334,8.9040000006,Monday,0.0
Dog_House_Bronenkamp_CORPLS,2024-10-21,0 days 00:12:53,4608.0,96.0,96.0,4608.0,0.0,Corragated Plastic 4' x 8' sheet,0.322,HP,12.883333333333333,10.304,Monday,0.0
Drop_Box_ALMS063~1,2024-05-09,0 days 00:04:51,24.6,4.1,4.1,24.6,0.0,Aluminum .063,1.638095,HP,4.85,0.2798412291666667,Thursday,0.0
Easter_FINAL__24x36___signs__3-19-24_ALMS3~1,2024-03-20,0 days 00:09:11,871.2,36.3,36.3,871.2,0.0,Aluminum 3mm acm 4' x 8' sheet,1.638095,HP,9.183333333333334,9.910474750000002,Wednesday,0.0
EASTER_Signs_10_-_11x7_and_2_-_18x24__3-7-24_CORPLS,2024-03-11,0 days 00:08:40,3525.0,75.0,75.0,3525.0,0.0,Corragated Plastic 4' x 8' sheet,1.638095,HP,8.666666666666666,40.099200520833335,Monday,0.0
EBT_3mm_Poly-Metal__3x8__10-8-24_ALMS3~1,2024-10-08,0 days 00:12:08,3456.0,96.0,96.0,3456.0,0.0,Aluminum 3mm acm 4' x 8' sheet,0.2949166667,HP,12.133333333333333,7.0780000007999995,Tuesday,0.0
ELCO_24x36_A_Frame_-_Cadillac_LYRIQ_Lease__need_4__5-3-24_CORPLS,2024-05-06,0 days 00:11:36,3460.8,72.0,72.0,3460.8,0.0,Corragated Plastic 4' x 8' sheet,1.638095,HP,11.6,39.36888316666667,Monday,0.0
Elidi_Rea_PRINT_PVC3,2024-08-28,0 days 00:02:05,162.0,16.2,16.2,162.0,0.0,PVC 3mm 4' x 8' sheet,0.01244444444,HP,2.0833333333333335,0.013999999995000002,Wednesday,0.0
Elliot_Barnes_Roundup_club_2024_ALMS063,2024-08-28,0 days 00:19:27,4612.8,96.1,96.1,4612.8,0.0,Aluminum .063,0.3538501561,HP,19.45,11.335000000403332,Wednesday,0.0
Elliot_Barnes_Roundup_club_2024_P2_ALMS063~1,2024-08-29,0 days 00:18:26,3600.0,75.0,75.0,3600.0,0.0,Aluminum .063,0.37368,HP,18.433333333333334,9.342,Thursday,0.0
EMS_7x7-Print_ALMS3,2024-07-23,0 days 00:18:12,4608.0,96.0,96.0,4608.0,0.0,Aluminum 3mm acm 4' x 8' sheet,1.32078125,HP,18.2,42.265,Tuesday,0.0
Enterprise Truck Rental Goals 54''x43.2'' 3-19-24 and Easter Final_ALMS3,2024-03-20,0 days 00:19:33,4147.2,96.0,96.0,4147.2,0.0,Aluminum 3mm acm 4' x 8' sheet,1.638095,HP,19.55,47.177136,Wednesday,0.0
Eric_Westacott_18x24_golf_Sponsors_7-22-24_P1_CORPLS,2024-07-22,0 days 00:08:59,1728.0,48.0,48.0,1728.0,0.0,Corragated Plastic 4' x 8' sheet,0.5125,HP,8.983333333333333,6.1499999999999995,Monday,0.0
Eric_Westacott_18x24_golf_Sponsors_7-22-24_P2_CORPLS,2024-07-22,0 days 00:04:19,864.0,48.0,48.0,864.0,0.0,Corragated Plastic 4' x 8' sheet,0.7533333333,HP,4.316666666666666,4.5199999998,Monday,0.0
Event_Sponsored_by_signs_18x24__3-27-24_CORPL1824,2024-04-03,0 days 00:30:03,8197.2,455.4,455.4,8197.2,0.0,"Corragated Plastic 18"" x 24"" sheet",1.638095,HP,30.05,93.24855787500002,Wednesday,0.0
EXIT_9X12_PVC3,2024-06-12,0 days 00:04:54,108.9,12.1,12.1,108.9,0.0,PVC 3mm 4' x 8' sheet,1.638095,HP,4.9,1.2388093437500003,Wednesday,0.0
EZ_Storage_Street-Signs_ALMR,2024-04-29,0 days 00:37:01,3964.8,82.6,82.6,3964.8,0.0,Reflective Aluminum 4' x 8' sheet,1.638095,HP,37.016666666666666,45.10221566666667,Monday,0.0
F_Commerce_Blue_Springs_Wayfinding_Signage_9_10_24_ALMS3,2024-09-20,0 days 00:17:29,3456.0,72.0,72.0,3456.0,0.0,Aluminum 3mm acm 4' x 8' sheet,1.147458333,HP,17.483333333333334,27.538999992,Friday,0.0
F_Marquee_18X24_FINAL_9-20-24_ALMS3,2024-09-23,0 days 00:10:39,867.6,24.1,24.1,867.6,0.0,Aluminum 3mm acm 4' x 8' sheet,0.2066390041,HP,10.65,1.2449999997025,Monday,0.0
Facility_Solutions_4x4_double_face_8_20_24_ALMS6~1,2024-08-21,0 days 00:32:49,2308.8,48.1,48.1,2308.8,0.0,Aluminum 6mm acm 4' x 8' sheet,4.508856549,HP,32.81666666666667,72.2920000023,Wednesday,0.0
Fallon_IL_23x29__8-22-24_PVC3,2024-08-23,0 days 00:07:35,667.0,23.0,23.0,667.0,0.0,PVC 3mm 4' x 8' sheet,0.4989265367,HP,7.583333333333333,2.3109999998534723,Friday,0.0
Fallon_North_WalkUp_ATM-NiteDrop_Drive-thru_Closed_2x3_need_2_SF_4-15_CORPL23,2024-04-15,0 days 00:07:54,1728.0,48.0,48.0,1728.0,0.0,Corragated Plastic 2' x 3' sheet,1.638095,HP,7.9,19.657140000000002,Monday,0.0
FDC Friendship Village 18x8 6 24 24_&_Sugaring NYC Parking Only_ALMR,2024-06-24,0 days 00:11:04,312.0,12.0,12.0,312.0,0.0,Reflective Aluminum 4' x 8' sheet,0.7001538462,HP,11.066666666666666,1.5170000001,Monday,0.0
FDC_Ahern_2024_ALMR,2024-02-28,0 days 00:21:35,1392.0,29.0,29.0,1392.0,0.0,Reflective Aluminum 4' x 8' sheet,1.638095,HP,21.583333333333332,15.834918333333333,Wednesday,0.0
FDC_Friendship_Village_18x8_6_24_24_v2_ALMR,2024-06-24,0 days 00:10:48,320.0,8.0,8.0,320.0,0.0,Reflective Aluminum 4' x 8' sheet,1.02645,HP,10.8,2.281,Monday,0.0
FDC_Impact_Stratagies_3_19_24_ALMR,2024-03-19,0 days 00:13:27,608.0,16.0,16.0,608.0,0.0,Reflective Aluminum 4' x 8' sheet,1.638095,HP,13.45,6.916401111111112,Tuesday,0.0
Field_Day_CORPL1824,2024-09-25,0 days 00:34:46,864.0,48.0,48.0,864.0,0.0,"Corragated Plastic 18"" x 24"" sheet",3.410333333,HP,34.766666666666666,20.461999998,Wednesday,0.0
Field_Office_CORPLS~1,2024-06-28,0 days 00:04:39,576.0,24.0,24.0,576.0,0.0,Corragated Plastic 4' x 8' sheet,0.6285,HP,4.65,2.514,Friday,0.0
fieldcrest_lane_signs_ALMS063~1,2024-06-05,0 days 00:11:35,1012.2,24.1,24.1,1012.2,0.0,Aluminum .063,1.638095,HP,11.583333333333334,11.514442770833334,Wednesday,0.0
fieldcrest_lane_signs_v2_ALMS063,2024-06-05,0 days 00:10:38,864.0,24.0,24.0,864.0,0.0,Aluminum .063,1.638095,HP,10.633333333333333,9.828570000000001,Wednesday,0.0
Fish_Fry_Menu_30x48__Qty-3___2-28-24_CORPLS,2024-02-28,0 days 00:12:59,4320.0,90.0,90.0,4320.0,0.0,Corragated Plastic 4' x 8' sheet,1.638095,HP,12.983333333333333,49.14285,Wednesday,0.0
FISH_US_Territory_Map_7_11_24_UFS,2024-07-12,0 days 00:08:09,1296.0,27.0,27.0,1296.0,0.0,Ultra Foam Sheet 4' x 8',0.6561111111,HP,8.15,5.904999999899999,Friday,0.0
foam_heads_FINAL_PRINT_1_PVC3,2024-04-23,0 days 00:18:23,988.8,52.32,52.32,988.8,0.0,PVC 3mm 4' x 8' sheet,1.638095,HP,18.383333333333333,11.248252333333333,Tuesday,0.0
foam_heads_FINAL_PRINT_2_PVC3,2024-04-22,0 days 00:37:24,4608.0,96.0,96.0,4608.0,0.0,PVC 3mm 4' x 8' sheet,1.638095,HP,37.4,52.41904,Monday,0.0
FOR_SALE_4x4_Plot_3-28-24_ALMS3~1,2024-03-28,0 days 00:15:29,2308.8,48.1,48.1,2308.8,0.0,Aluminum 3mm acm 4' x 8' sheet,1.638095,HP,15.483333333333333,26.26412316666667,Thursday,0.0
Frederic_Roofing_3x10_sign_2-29-24_ALMS3-4X10,2024-03-06,0 days 00:28:56,4332.0,36.1,36.1,4332.0,0.0,Aluminum 3mm acm 4' x 8' sheet,1.638095,HP,28.933333333333334,49.27935791666667,Wednesday,0.0
Freedom_Landscape_36x50_NEW_Revision_4-1-24_ALMS08,2024-04-04,0 days 00:12:50,1800.0,50.0,50.0,1800.0,0.0,Aluminum .08 4' x 8' sheet,1.638095,HP,12.833333333333334,20.4761875,Thursday,0.0
Friendship_Village_SNR_Delivery_coros_5_30_24_CORPLS,2024-05-31,0 days 00:08:46,4488.0,93.5,93.5,4488.0,0.0,Corragated Plastic 4' x 8' sheet,1.638095,HP,8.766666666666667,51.053960833333335,Friday,0.0
Front_Bethel_St_Peters_3x2_Celebrate_Recovery_9-30-24_+_3x3_No_Trespass_ALMS3,2024-10-03,0 days 00:20:03,4612.8,96.1,96.1,4612.8,0.0,Aluminum 3mm acm 4' x 8' sheet,1.255691988,HP,20.05,40.2240000156,Thursday,0.0
Front_P2_PoliceOrder_12x18_DOUBLE_FACE_Front_and_Back__5-24-24_CORPLS~1,2024-05-28,0 days 00:06:25,2160.0,90.0,90.0,2160.0,0.0,Corragated Plastic 4' x 8' sheet,1.638095,HP,6.416666666666667,24.571425,Tuesday,0.0
Front_PoliceOrder_12x18_DOUBLE_FACE_Front_and_Back__5-24-24_CORPLS~1,2024-05-24,0 days 00:19:14,8640.0,180.0,180.0,8640.0,0.0,Corragated Plastic 4' x 8' sheet,1.638095,HP,19.233333333333334,98.2857,Friday,0.0
Frontenac_Garden_35x20_Garen_Sign_NEW_3-27-24_CORPLS,2024-03-29,0 days 00:08:49,1818.06,38.6,38.6,1818.06,0.0,Corragated Plastic 4' x 8' sheet,1.638095,HP,8.816666666666666,20.681631914583335,Friday,0.0
Gas_Signs_Various_3-1-24_ALMS6,2024-03-01,0 days 00:09:05,1944.0,81.0,81.0,1944.0,0.0,Aluminum 6mm acm 4' x 8' sheet,1.638095,HP,9.083333333333334,22.1142825,Friday,0.0
Generic_Service_Banner_96x72_5-23-24_BAN98,2024-05-24,0 days 00:25:36,7178.0,97.0,97.0,7178.0,0.0,"16 oz Banner 98""",1.638095,HP,25.6,81.65448548611111,Friday,0.0
Geo_Tech_UES_5X3_5_8_24_CORPLS,2024-05-09,0 days 00:51:31,4320.0,120.0,120.0,4320.0,0.0,Corragated Plastic 4' x 8' sheet,1.638095,HP,51.516666666666666,49.14285,Thursday,0.0
Gershman_Commercial_7X10_NOTICE_8_9_24_ALMR,2024-08-12,0 days 00:13:37,320.8,8.0,8.0,320.8,0.0,Reflective Aluminum 4' x 8' sheet,0.7316708229,HP,13.616666666666667,1.6299999999049999,Monday,0.0
GJ_Grewe_no_smoke_15_ft_8_2_24_ALM1218,2024-08-05,0 days 00:07:22,432.0,24.0,24.0,432.0,0.0,Aluminum 12 x 18 sheets,1.266666667,HP,7.366666666666666,3.800000001,Monday,0.0
Greater_St_Louis_Book_Fair_Yard_Signs_2024_CORPL1824,2024-04-15,0 days 00:20:24,4752.0,198.0,198.0,4752.0,0.0,"Corragated Plastic 18"" x 24"" sheet",1.638095,HP,20.4,54.057135,Monday,0.0
handicap_access_signs_ALMR~2,2024-10-25,0 days 00:18:28,868.8,18.1,18.1,868.8,0.0,Reflective Aluminum 4' x 8' sheet,1.631933702,HP,18.466666666666665,9.846000002066667,Friday,0.0
Hangar47_48x32_9-12-24_+_Rehnquist_Const_Hours_2x2_9_13_24_ALMS3,2024-09-17,0 days 00:16:23,2692.8,56.1,56.1,2692.8,0.0,Aluminum 3mm acm 4' x 8' sheet,0.4189839572,HP,16.383333333333333,7.834999999640001,Tuesday,0.0
Harvest_Home_Banner_v2_Ban98,2024-05-02,0 days 01:26:42,10453.85,91.3,91.3,10453.85,0.0,"16 oz Banner 98""",1.638095,HP,86.7,118.91944038715279,Thursday,0.0
Hazelton_Larry_Elden_CORPL1824,2024-09-18,0 days 00:07:51,432.0,24.0,24.0,432.0,0.0,"Corragated Plastic 18"" x 24"" sheet",3.787,HP,7.85,11.361,Wednesday,0.0
Hillbilly_License_Plate_6x12_Need_2_7-22-24_ALMS04,2024-07-22,0 days 00:05:55,145.2,12.1,12.1,145.2,0.0,Aluminum .04 4' x 8' sheet,0.3332231405,HP,5.916666666666667,0.3360000000041667,Monday,0.0
Hilton_arrows_CORPLS,2024-04-30,0 days 00:11:29,3456.0,72.0,72.0,3456.0,0.0,Corragated Plastic 4' x 8' sheet,1.638095,HP,11.483333333333333,39.314280000000004,Tuesday,0.0
Hilton_Frontenac_Pool_Closed_18_x24_5_21_24_ALM1824,2024-05-22,0 days 00:07:57,432.0,18.0,18.0,432.0,0.0,Aluminum 18 x 24 sheets,1.638095,HP,7.95,4.9142850000000005,Wednesday,0.0
HOLE_Sponsor_Signs_18x24_NEW__10-16-24_CORPLS,2024-10-16,0 days 00:05:39,864.0,18.0,18.0,864.0,0.0,Corragated Plastic 4' x 8' sheet,0.3838333333,HP,5.65,2.3029999998,Wednesday,0.0
Holy Cross Acad Reserved Park 4 17 24 & St Gerard FDC 12 X18 4 22 24_ALMR,2024-04-22,0 days 00:15:03,648.0,18.0,18.0,648.0,0.0,Reflective Aluminum 4' x 8' sheet,1.638095,HP,15.05,7.3714275,Monday,0.0
Hottle_ALMS3_2.29.24~1,2024-02-29,0 days 00:21:09,2208.0,96.0,96.0,2208.0,0.0,Aluminum 3mm acm 4' x 8' sheet,1.638095,HP,21.15,25.11745666666667,Thursday,0.0
HS2024Poster_CORPLS,2024-03-28,0 days 00:05:37,1203.0,40.1,40.1,1203.0,0.0,Corragated Plastic 4' x 8' sheet,1.638095,HP,5.616666666666666,13.684918645833333,Thursday,0.0
Integrate_Const_2x2_School_Traffic_IC_Jobsite_Sign_3_25_24_v2_ALMS6~1,2024-03-25,0 days 00:12:42,1156.8,24.1,24.1,1156.8,0.0,Aluminum 6mm acm 4' x 8' sheet,1.638095,HP,12.7,13.159363166666667,Monday,0.0
Integrate_IC_SWPPP_Signs_7_11_24_ALMS6,2024-07-11,0 days 00:18:13,3460.8,72.0,72.0,3460.8,0.0,Aluminum 6mm acm 4' x 8' sheet,0.8746601942,HP,18.216666666666665,21.021000000606666,Thursday,0.0
Integrative_Mind_Reserved_5_3_24_ALM1218,2024-05-03,0 days 00:09:48,1296.0,72.0,72.0,1296.0,0.0,Aluminum 12 x 18 sheets,1.638095,HP,9.8,14.742855,Friday,0.0
Intergrate_4x4_2_up_SWPP_4_11_24_ALMS6_v2,2024-04-16,0 days 00:20:14,4339.2,96.0,96.0,4339.2,0.0,Aluminum 6mm acm 4' x 8' sheet,1.638095,HP,20.233333333333334,49.36126266666667,Tuesday,0.0
Intergrate_4x4_SWPP_4_11_24_ALMS6~1,2024-05-06,0 days 00:20:30,4646.46,96.2,96.2,4646.46,0.0,Aluminum 6mm acm 4' x 8' sheet,1.638095,HP,20.5,52.856547872916664,Monday,0.0
JE_Foster_Heartland_ALMS3,2024-04-04,0 days 00:21:11,4608.0,96.0,96.0,4608.0,0.0,Aluminum 3mm acm 4' x 8' sheet,1.638095,HP,21.183333333333334,52.41904,Thursday,0.0
Jeff_Computers_Clarkson_Sign_ALMS3~1,2024-06-10,0 days 00:07:43,577.6,36.1,36.1,577.6,0.0,Aluminum 3mm acm 4' x 8' sheet,1.638095,HP,7.716666666666667,6.5705810555555555,Monday,0.0
Joe_Hardie_FBS~1,2024-05-21,0 days 00:35:05,3780.0,90.0,90.0,3780.0,0.0,Foam Board,1.638095,HP,35.083333333333336,42.99999375,Tuesday,0.0
John_Richards_Memorial_sign_UFS,2024-10-08,0 days 00:13:42,699.04,25.7,25.7,699.04,0.0,Ultra Foam Sheet 4' x 8',1.647562371,HP,13.7,7.997999998776666,Tuesday,0.0
Johnson_Group_4x6__for_lease_2024_ALMS6,2024-08-23,0 days 00:18:06,3456.0,72.0,72.0,3456.0,0.0,Aluminum 6mm acm 4' x 8' sheet,1.312833333,HP,18.1,31.507999992,Friday,0.0
Jost_24_x18_directional_10_15_24_CORPLS,2024-10-16,0 days 00:33:49,5198.4,108.3,108.3,5198.4,0.0,Corragated Plastic 4' x 8' sheet,1.535567867,HP,33.81666666666667,55.43399999869999,Wednesday,0.0
Keeley_Jesseys_Auto_5_23_24_ALMS3,2024-05-28,0 days 00:17:26,3460.8,72.0,72.0,3460.8,0.0,Aluminum 3mm acm 4' x 8' sheet,1.638095,HP,17.433333333333334,39.36888316666667,Tuesday,0.0
Keeley_Jesseys_Auto_5_23_24_ALMS3 + Wiethop Sponsor Sign_ALMS3,2024-10-03,0 days 00:21:09,4608.0,96.0,96.0,4608.0,0.0,Aluminum 3mm acm 4' x 8' sheet,0.4164375,HP,21.15,13.326,Thursday,0.0
Keely_Const_Trailer_4X3_10_10_24_+_18x24_Car_Sale_Signs_10_10_24_ALMS08,2024-10-11,0 days 00:21:05,4608.0,96.0,96.0,4608.0,0.0,Aluminum .08 4' x 8' sheet,1.39378125,HP,21.083333333333332,44.601,Friday,0.0
Kelly_Glover_Final_5-24x32_4-9-24_UFS,2024-04-09,0 days 00:17:11,4224.0,88.0,88.0,4224.0,0.0,Ultra Foam Sheet 4' x 8',1.638095,HP,17.183333333333334,48.05078666666667,Tuesday,0.0
Kirkwood_2024_Seniors_REDO_RUSH_4-17-24_CORPLS,2024-04-17,0 days 00:08:50,1723.2,35.9,35.9,1723.2,0.0,Corragated Plastic 4' x 8' sheet,1.638095,HP,8.833333333333334,19.602536833333335,Wednesday,0.0
Klamen_ALMS3,2024-06-18,0 days 01:15:14,6921.6,144.0,144.0,6921.6,0.0,Aluminum 3mm acm 4' x 8' sheet,1.638095,HP,75.23333333333333,78.73776633333334,Tuesday,0.0
Knights of columbus Golf Balls 2024 final 6-5-24 & DRX Sole Insert_CORPLS,2024-06-05,0 days 00:07:09,2596.0,59.0,59.0,2596.0,0.0,Corragated Plastic 4' x 8' sheet,1.638095,HP,7.15,29.531212638888892,Wednesday,0.0
Knights_of_columbus_Golf_Balls_2024_final_6-5-24__P3_CORPLS,2024-06-06,0 days 00:02:18,970.2,44.1,44.1,970.2,0.0,Corragated Plastic 4' x 8' sheet,1.638095,HP,2.3,11.036665062500001,Thursday,0.0
Knights_of_Columbus_Golf_Sign_18x24__4-11-24_CORPL1824,2024-04-12,0 days 00:02:29,433.8,24.1,24.1,433.8,0.0,"Corragated Plastic 18"" x 24"" sheet",1.638095,HP,2.4833333333333334,4.9347611875,Friday,0.0
Knights_of_columbus_RUSH_-_-_EVANS_FLOORING__6-11-24_CORPLS~1,2024-06-11,0 days 00:05:40,968.0,22.0,22.0,968.0,0.0,Corragated Plastic 4' x 8' sheet,1.638095,HP,5.666666666666667,11.011638611111112,Tuesday,0.0
KX_yard_signs_CORPLS,2024-09-17,0 days 00:36:36,4320.0,90.0,90.0,4320.0,0.0,Corragated Plastic 4' x 8' sheet,2.929766667,HP,36.6,87.89300001,Tuesday,0.0
Leathers_Fill_Site_Closed_8_23_24_CORPL23,2024-08-23,0 days 00:06:39,864.0,24.0,24.0,864.0,0.0,Corragated Plastic 2' x 3' sheet,0.5168333333,HP,6.65,3.1009999998,Friday,0.0
Lopez Flag Football East Z 6 26 24_&_Our Lady of the Pillar Welcome Signs_back_CORPLS,2024-06-26,0 days 00:08:30,4320.0,90.0,90.0,4320.0,0.0,Corragated Plastic 4' x 8' sheet,1.998033333,HP,8.5,59.94099999,Wednesday,0.0
Lopez Flag Football East Z 6 26 24_&_Our Lady of the Pillar Welcome Signs_CORPLS,2024-06-26,0 days 00:08:55,4320.0,90.0,90.0,4320.0,0.0,Corragated Plastic 4' x 8' sheet,1.998033333,HP,8.916666666666666,59.94099999,Wednesday,0.0
Lopez_Flag_Football_East_Z_6_19_24_3_CORPLS,2024-06-21,0 days 00:09:31,4320.0,90.0,90.0,4320.0,0.0,Corragated Plastic 4' x 8' sheet,1.9119,HP,9.516666666666667,57.357,Friday,0.0
Lopez_Flag_Football_East_Z_6_19_24_CORPLS,2024-06-21,0 days 00:33:56,8640.0,180.0,180.0,8640.0,0.0,Corragated Plastic 4' x 8' sheet,15.29046667,HP,33.93333333333333,917.4280002,Friday,0.0
Lopez_Flag_Football_East_Z_6_19_24_CORPLS_2,2024-06-21,0 days 00:07:17,4320.0,90.0,90.0,4320.0,0.0,Corragated Plastic 4' x 8' sheet,1.9119,HP,7.283333333333333,57.357,Friday,0.0
Lopez_Flag_Football_East_Z_6_26_24_CORPLS,2024-06-26,0 days 00:28:01,17280.0,360.0,360.0,17280.0,0.0,Corragated Plastic 4' x 8' sheet,7.514133333,HP,28.016666666666666,901.69599996,Wednesday,0.0
Lopez_Zumwalt_Basketball_9_4_24830_CORPL1824,2024-09-05,0 days 00:22:50,11076.0,461.5,461.5,11076.0,0.0,"Corragated Plastic 18"" x 24"" sheet",6.763228602,HP,22.833333333333332,520.2049999705,Thursday,0.0
Lopez_Zumwalt_Basketball_9_4_24830_CORPLS,2024-09-04,0 days 01:15:00,8640.0,180.0,180.0,8640.0,0.0,Corragated Plastic 4' x 8' sheet,13.88353333,HP,75.0,833.0119998,Wednesday,0.0
Markway_18x24_Sign_Layout_3-8-24_CORPLS,2024-03-11,0 days 00:24:28,4320.0,90.0,90.0,4320.0,0.0,Corragated Plastic 4' x 8' sheet,1.638095,HP,24.466666666666665,49.14285,Monday,0.0
McCarthy_Construction_Site_No_Trespassing_ALMS3,2024-08-29,0 days 01:26:53,18451.2,384.4,384.4,18451.2,0.0,Aluminum 3mm acm 4' x 8' sheet,6.104859521,HP,86.88333333333334,782.2359999574666,Thursday,0.0
McCarthy_Construction_Site_No_Trespassing_ALMS3~1,2024-08-29,0 days 02:39:16,27676.8,576.6,576.6,27676.8,0.0,Aluminum 3mm acm 4' x 8' sheet,4.453798127,HP,159.26666666666668,856.0200000094,Thursday,0.0
McCarthy_CPO_ALMS3,2024-08-08,0 days 00:12:21,2308.8,48.1,48.1,2308.8,0.0,Aluminum 3mm acm 4' x 8' sheet,0.4772557173,HP,12.35,7.652000000710001,Thursday,0.0
McCarthy_STOP_ALMS3,2024-08-08,0 days 00:21:11,4617.6,96.0,96.0,4617.6,0.0,Aluminum 3mm acm 4' x 8' sheet,1.037619543,HP,21.183333333333334,33.2730000122,Thursday,0.0
McDonalds_3_x_10_Sponsor_sign_ALMS3-4X10,2024-05-31,0 days 00:27:16,4332.0,36.1,36.1,4332.0,0.0,Aluminum 3mm acm 4' x 8' sheet,1.638095,HP,27.266666666666666,49.27935791666667,Friday,0.0
McFry_Additional_Offices_ALM1218,2024-04-18,0 days 00:06:49,216.0,12.0,12.0,216.0,0.0,Aluminum 12 x 18 sheets,1.638095,HP,6.816666666666666,2.4571425000000002,Thursday,0.0
Meeting-Signs_CORPL1824,2024-10-01,0 days 00:11:24,1749.6,97.2,97.2,1749.6,0.0,"Corragated Plastic 18"" x 24"" sheet",3.360823045,HP,11.4,40.833999996749995,Tuesday,0.0
Memory_Markers_10-10-24_R2P_ALMS063~3,2024-10-11,0 days 00:05:19,105.0,15.0,15.0,105.0,0.0,Aluminum .063,0.1755428571,HP,5.316666666666666,0.12799999996875,Friday,0.0
Midwest Roofing & Const yard signs 11 12 24_CORPLS,2024-07-18,0 days 01:06:37,8640.0,180.0,180.0,8640.0,0.0,Corragated Plastic 4' x 8' sheet,3.753533333,HP,66.61666666666666,225.21199998,Thursday,0.0
Midwest Roofing & Const yard signs 11 12 24_P2 & Museum Closed Sign  18x24 DF  7-17-24_CORPLS,2024-07-18,0 days 00:17:38,4320.0,90.0,90.0,4320.0,0.0,Corragated Plastic 4' x 8' sheet,0.5203,HP,17.633333333333333,15.609,Thursday,0.0
Midwest Roofing & Const yard signs 11 12 24_P2_Back & Museum Closed Sign  18x24 DF  7-17-24_CORPLS,2024-07-18,0 days 00:16:38,4320.0,90.0,90.0,4320.0,0.0,Corragated Plastic 4' x 8' sheet,0.5203,HP,16.633333333333333,15.609,Thursday,0.0
missions_week_sign_18x24_DF_Need_1__7-10-24_CORPL1824,2024-07-10,0 days 00:11:05,432.0,18.0,18.0,432.0,0.0,"Corragated Plastic 18"" x 24"" sheet",5.117333333,HP,11.083333333333334,15.351999999,Wednesday,0.0
Missouri_Mudders_2024_New_GREEN_FINAL_PRINT_FILE__6-14-24_PVC3,2024-06-18,0 days 00:30:44,9216.0,192.0,192.0,9216.0,0.0,PVC 3mm 4' x 8' sheet,1.638095,HP,30.733333333333334,104.83808,Tuesday,0.0
MO_Amer_Water_D_Basin_Welcome_Cissell_3.28.24_ALMS08,2024-04-01,0 days 00:12:24,1700.31,36.1,36.1,1700.31,0.0,Aluminum .08 4' x 8' sheet,1.638095,HP,12.4,19.342147982291667,Monday,0.0
Mo_Mudd__Minor_tuff_map_7_11_24_CORPLS~1,2024-07-11,0 days 00:07:19,1203.0,40.1,40.1,1203.0,0.0,Corragated Plastic 4' x 8' sheet,1.262483791,HP,7.316666666666666,10.547000003979166,Thursday,0.0
MO_MUDDERS_MILES_2024_P1_CORPLS,2024-07-19,0 days 00:17:18,4334.68,95.9,95.9,4334.68,0.0,Corragated Plastic 4' x 8' sheet,1.032425,HP,17.3,31.077999993055553,Friday,0.0
MO_MUDDERS_MILES_2024_P2_CORPLS~1,2024-07-19,0 days 00:04:22,851.76,67.6,67.6,851.76,0.0,Corragated Plastic 4' x 8' sheet,0.4512256974,HP,4.366666666666666,2.669000000121,Friday,0.0
MO_MUDDERS_MILES_2024_P3_CORPLS,2024-07-19,0 days 00:02:38,142.38,22.6,22.6,142.38,0.0,Corragated Plastic 4' x 8' sheet,0.4298356511,HP,2.6333333333333333,0.425000000025125,Friday,0.0
