Printer,Print File Name,Date,Total Print Time,Estimated Material Area (in),Estimated Material Lenght,Print Lenght,Print Area,Estimated Percentage of Waste,Material,Ink Consumption cc sq in,MATERIAL FORMULA 1,MATERIAL FORMULA 2
Roland,1A_Clement Ford Windows_PERF60.eps,04/25/2024,1:19:03,9170,152.84,122.8409449,6556.611252,0.2850289281,"Perforated 60""",1.708056022,"Perforated 60""",
Roland,1B_Clement Ford Windows_PERF60.eps,04/26/2024,1:07:58,7588,126.47,111.4720472,6061.270626,0.2012371169,"Perforated 60""",0.8279927279,"Perforated 60""",
Roland,2) mags 80  5-16_MAG24.eps,05/16/2024,0:21:58,2880,120.00,90,2098.73622,0.2712721457,"Magnet 24""",0.6753549999,"Magnet 24""",
Roland,2) Mccarthy 20 ft lock box containers 3 20 24_HPW54 .eps,03/20/2024,2:16:05,30124,598.89,493.8897638,21840.81647,0.2749813265,"High Performance White 54""",3.278224699,"High Performance White 54""",
Roland,2) Mccarthy 20 ft lock box containers 5 3 24_HPW54 .eps,05/02/2024,1:10:01,16575,306.94,246.9448819,10920.40823,0.3411527801,"High Performance White 54""",1.63911235,"High Performance White 54""",
Roland,2) Mccarthy 20 ft lock box containers 6 19 24_HPW54 .eps,06/20/2024,3:18:02,49725,920.83,740.8346457,32761.2247,0.3411527801,"High Performance White 54""",4.917337049,"High Performance White 54""",
Roland,2) McCarthy Dumpsters x 1 - SIDES  3-2-24_HPW54.eps,02/07/2024,0:23:04,6345,117.50,87.5,3487.839567,0.4503010927,"High Performance White 54""",0.607156367,"High Performance White 54""",
Roland,2) New Wall Lettering HP DECAL Print and Lam 3-6-24 OPTION #2_HPW54.eps,04/19/2024,0:16:02,3008,81.39,51.38897638,2466.650634,0.1798341823,"High Performance White 54""",0.3694207795,"High Performance White 54""",
Roland,2) New Wall Lettering HP DECAL Print and Lam 3-6-24 OPTION #2_REDO_HPW54.eps,04/30/2024,0:29:58,6764,125.25,95.25,4688.4,0.306808605,"High Performance White 54""",0.1944202713,"High Performance White 54""",
Roland,2) Parsons Blewett 2024 WALL  NEW FINAL  5-15-24_HPW60.eps,05/16/2024,0:31:59,7695,128.25,98.2496063,5698.438484,0.259459912,"High Performance White 60""",0.5549815109,"High Performance White 60""",
Roland,2020 24x42  banner FINAL 4-18-24_BAN54.eps,04/19/2024,0:12:02,2215,67.03,52.02755906,2289.929514,-0.03394767789,"Banner 54""",1.213158739,"Banner 54""",
Roland,2020 24x42 ADDON   banner FINAL  4-23-24_BAN38.eps,04/23/2024,0:08:03,2243,59.03,44.02755906,1145.929893,0.4891191452,"Banner 38""",0.6534431158,"Banner 38""",
Roland,2024  CrossCounty and Track and Field  Decals Final  8-6-24_HPW54.eps,08/08/2024,0:21:59,5083,94.13,64.12519685,3167.961447,0.3767242493,"High Performance White 54""",0.1856840778,"High Performance White 54""",
Roland,2024 7TH GRADE Girls Softball 7-2-24_BAN38.eps,07/02/2024,0:15:04,3387,89.14,74.13858268,2688.545217,0.2062787203,"Banner 38""",1.429692153,"Banner 38""",
Roland,2024 Fishing banner 5-23_BAN54.eps,05/24/2024,0:25:00,6103,113.01,98.01377953,4902.03956,0.1967483014,"Banner 54""",0.361789002,"Banner 54""",
Roland,2024 Hall of Fame Plaques_10.07.24_HPC54.eps,10/07/2024,0:11:02,3426,63.44,33.44448819,1504.067103,0.5609848027,"High Preformance Clear 54""",0.7759760171,"High Preformance Clear 54""",
Roland,2024 Hall of Fame Plaques_10.07.24_HPW60.eps,10/07/2024,0:11:02,3172,52.86,22.86062992,1270.033996,0.5995652475,"High Performance White 60""",0.7308654754,"High Performance White 60""",
Roland,2024 I Survived my Internship at Clayco need 200 decals  3-21-24_INT30.eps,03/22/2024,0:19:03,4938,91.44,76.44448819,1851.642004,0.6250220497,"Intermediate White 30""",0.8683665612,"Intermediate White 30""",
Roland,24x180 banner Need 1  3-25-24_BAN38.eps,03/26/2024,0:37:59,10639,197.01,182.0133858,4734.85609,0.5549413061,"Banner 38""",1.081964035,"Banner 38""",
Roland,24x183.5 Doube D Market Sign 9-25-24_HPW54.eps,09/26/2024,1:27:56,16302,301.89,241.8889764,12312.81552,0.2447054378,"High Performance White 54""",1.898073106,"High Performance White 54""",
Roland,24x36 50percent off Cust App  9-23-24_THP54.eps,09/23/2024,0:32:02,9397,174.03,144.0275591,5184.992126,0.4482576597,"Thick Paper/ Heavy Paper 54""",1.99828423,"Thick Paper/ Heavy Paper 54""",
Roland,24X36 Farm Sign 5-30-24_HPW30.eps,05/31/2024,0:27:04,6138,204.58,114.5834646,2934.599818,0.5218577702,"High Performance White 30""",3.689797817,"High Performance White 30""",
Roland,2A_Clement Ford Windows_PERF60.eps,04/25/2024,1:05:55,7551,125.85,110.8472441,5916.449833,0.2164508811,"Perforated 60""",1.145413921,"Perforated 60""",
Roland,2B_Clement Ford Windows_PERF60.eps,04/26/2024,1:05:57,7588,126.47,111.4720472,6075.226575,0.199397982,"Perforated 60""",0.8105179189,"Perforated 60""",
Roland,2X - Bommarito white F550 4 4 24_HPW24.eps,04/05/2024,0:26:03,4838,201.58,141.5834646,2786.407176,0.4240584204,"High Performance White 24""",1.08361478,"High Performance White 24""",
Roland,2X - Bommarito white F550 5 13 24_HPW24.eps,05/13/2024,0:15:04,2419,100.79,70.79173228,1393.203588,0.4240584204,"High Performance White 24""",0.5418073902,"High Performance White 24""",
Roland,2x -Event Sponsored BANNER 30x96  3-27-24_BAN38.eps,04/03/2024,0:39:05,8588,226.00,195.9992126,6271.974803,0.2696790108,"Banner 38""",3.956709773,"Banner 38""",
Roland,2x 1.25 McCarthy Bar (510 on each print)_HTV54.eps,05/20/2024,1:35:55,12955,239.92,179.9165354,8318.589766,0.3579102068,High Tack Vinyle,2.186816818,High Tack Vinyle,
Roland,2x12 Central yard Decal Need 50  7-9-24_HPW24.eps,07/10/2024,0:16:00,2525,105.21,75.20826772,1625.32765,0.3563054796,"High Performance White 24""",1.078674814,"High Performance White 24""",
Roland,2x12 Central yard Decal Need 50  7-9-24_HTV54.eps,10/03/2024,0:11:58,3278,60.69,30.69448819,1532.585463,0.5323922629,High Tack Vinyle,1.272860827,High Tack Vinyle,
Roland,2x12 Central yard Decal Need 50  7-9-24_INT30.eps,10/03/2024,0:16:01,2248,74.94,59.94448819,1526.908835,0.3208711888,"Intermediate White 30""",1.277687282,"Intermediate White 30""",
Roland,2x2 Motorcycle Permit 25001-25400  7-2-24_HTV54.eps,07/02/2024,0:17:56,3872,71.71,41.70826772,2163.033457,0.4414008815,High Tack Vinyle,0.832830391,High Tack Vinyle,
Roland,2x2 Safety Sticker Need 150 3-22-24_INT30.eps,03/22/2024,0:10:59,1536,51.19,36.19448819,876.7046029,0.4291673226,"Intermediate White 30""",0.6384453762,"Intermediate White 30""",
Roland,2x4 banner 6-10-24_BAN54.eps,06/10/2024,0:07:56,2215,41.01,26.01377953,1301.047434,0.412551799,"Banner 54""",0.3952384722,"Banner 54""",
Roland,2x8 Serve Customers First Week  banner  9-24-24_BAN38.eps,09/25/2024,0:38:04,8625,226.97,196.9724409,5123.997652,0.4059100616,"Banner 38""",2.350989368,"Banner 38""",
Roland,3) 1x - Gateway Disposal Large Rear & Front Loaders 103 and 303 4 1 24_HPW54.eps,04/04/2024,0:36:55,7517,139.19,109.1944882,5274.695639,0.2982513163,"High Performance White 54""",0.4404333746,"High Performance White 54""",
Roland,3) mags 80  5-16_MAG24.eps,05/16/2024,0:20:01,3119,129.97,99.97204724,2329.899728,0.2530766624,"Magnet 24""",0.6712048511,"Magnet 24""",
Roland,3) McCarthy Dumpsters x 1 - SIDES  3-2-24.eps_HPW54,02/07/2024,0:36:58,9486,175.67,145.6665354,6864.506808,0.2763533696,"High Performance White 54""",0.652881864,"High Performance White 54""",
Roland,3) Parsons Blewett 2024 WALL  NEW FINAL  5-15-24_HPW60.eps,05/16/2024,0:35:59,7695,128.25,98.2496063,5207.190453,0.3233000081,"High Performance White 60""",0.3074026223,"High Performance White 60""",
Roland,30x72 Schnable banner 5-13-24_BAN38.eps,05/13/2024,0:15:01,3383,89.01,74.01377953,2369.46082,0.2994991064,"Banner 38""",0.7508543653,"Banner 38""",
Roland,31x48 RUSH Posters  10-11-24_BAN38.eps,10/11/2024,0:19:57,4218,111.00,95.9996063,2975.987795,0.2944527381,"Banner 38""",1.352328127,"Banner 38""",
Roland,34x165 banner New Kids Program 8-22-23_replacement of date_INT30.eps,08/08/2024,0:05:03,711,23.71,8.708267717,221.0905749,0.6891512312,"Intermediate White 30""",0.6148430346,"Intermediate White 30""",
Roland,34x50 American Flag with DD Audio Logo 10-8-24_HPW54.eps,10/10/2024,0:22:02,5484,101.55,71.54645669,3664.755985,0.3316768129,"High Performance White 54""",1.227519654,"High Performance White 54""",
Roland,36x36 Were Camping Sign 4-24-24_BAN38.eps,04/25/2024,0:08:00,2015,53.01,38.01377953,1292.453538,0.3584321754,"Banner 38""",0.5656590187,"Banner 38""",
Roland,3A_Clement Ford Windows_PERF60.eps,04/25/2024,1:05:00,7551,125.85,110.8472441,5985.751181,0.2072729093,"Perforated 60""",1.234275161,"Perforated 60""",
Roland,3B_Clement Ford Windows_PERF60.eps,04/26/2024,1:07:56,7588,126.47,111.4720472,6061.270626,0.2012371169,"Perforated 60""",0.9387259457,"Perforated 60""",
Roland,3x - PFG Hardhat Sticker Need 300  2-22-24-01.jpg_INT30,02/22/2024,0:26:09,4227,140.92,95.91614173,2762.384882,0.3465653052,"Intermediate White 30""",4.499711855,"Intermediate White 30""",
Roland,3x10 ENVISTA Envy banner final 6-13-24_BAN38.eps,06/13/2024,0:25:02,5224,137.49,122.4862205,4411.191739,0.1556681627,"Banner 38""",1.555073641,"Banner 38""",
Roland,3x12 Weight Room Decals need 4   4-10-24_HTV54.eps,04/10/2024,0:05:58,2058,38.11,8.111023622,412.7584962,0.7994366163,High Tack Vinyle,0.2644451925,High Tack Vinyle,
Roland,3x18 Phone Num decals 6-19-24_HPW24.eps,06/20/2024,0:04:57,979,40.79,10.79173228,203.5431175,0.7920911235,"High Performance White 24""",0.2957211265,"High Performance White 24""",
Roland,3x4 banner need 2 8-27-24_BAN63.eps,08/28/2024,0:19:59,5735,91.03,76.02755906,3802.425577,0.3369484785,"Banner 63""",0.5401857206,"Banner 63""",
Roland,3x4 forsale sign 6-3-24_INT54.eps,06/03/2024,0:10:00,2846,52.71,37.70826772,1856.597737,0.3477031011,"Intermediate White 54""",0.2322958772,"Intermediate White 54""",
Roland,3x6 Miss Kellys banner 9-13-24_BAN38.eps,09/18/2024,0:12:05,3383,89.01,74.01377953,2516.439365,0.2560467728,"Banner 38""",0.2802817385,"Banner 38""",
Roland,3x8 Banner 50 OFF 10-16-24_BAN38.eps,10/16/2024,0:19:57,4295,113.01,98.01377953,3272.541181,0.2379734124,"Banner 38""",0.9106757822,"Banner 38""",
Roland,4 process fuck YEAH!-Rnd2_HPW36 2 up.eps,04/16/2024,0:19:55,2750,76.40,46.40275591,1262.538605,0.5409783796,"High Performance White 36""",0.7055499104,"High Performance White 36""",
Roland,4 process fuck YEAH!-Rnd2_HPW36.eps,04/16/2024,0:27:01,3505,97.36,67.36102362,2372.593156,0.3230826566,"High Performance White 36""",0.5770091667,"High Performance White 36""",
Roland,4 Process Precision Plastics_50 years banner_BAN63.eps,03/29/2024,1:25:01,19974,317.04,302.0397638,45616.32826,-1.283841919,"Banner 63""",0.2454573708,"Banner 63""",
Roland,4) 1x - Gateway Disposal Large Rear & Front Loaders 103 and 303 4 1 24_HPW54.eps,04/04/2024,0:24:58,6946,128.63,98.62519685,4080.598105,0.4125052211,"High Performance White 54""",0.5115485392,"High Performance White 54""",
Roland,4) McCarthy Dumpsters x 1 - SIDES  3-2-24.eps_HPW54,02/07/2024,0:24:57,6345,117.50,87.5,4024.965551,0.3656476673,"High Performance White 54""",1.005611588,"High Performance White 54""",
Roland,40x43 Lindell Lease Decal 8-14-24_INT54.eps,08/15/2024,0:14:01,3224,59.69,44.69448819,1842.398304,0.4284482849,"Intermediate White 54""",0.8238739674,"Intermediate White 54""",
Roland,42x25 banner Labernth 5-13-24_BAN38.eps,05/13/2024,0:10:01,2243,59.03,44.02755906,1938.425956,0.1358068978,"Banner 38""",0.6134626892,"Banner 38""",
Roland,48x180 banner Need 1  3-25-24_BAN54.eps,03/26/2024,1:02:00,5088,212.01,182.0133858,9103.17735,-0.7890335309,"Banner 54""",0.8564060328,"Banner 54""",
Roland,4A_Clement Ford Windows_PERF60.eps,04/26/2024,2:12:57,12621,266.69,221.6944882,11971.50236,0.05148687112,"Perforated 60""",2.430636283,"Perforated 60""",
Roland,4B_Clement Ford Windows_PERF60.eps,04/26/2024,1:06:00,7588,126.47,111.4720472,6047.314676,0.2030762517,"Perforated 60""",0.7788501595,"Perforated 60""",
Roland,4x Willow Landscape 22 ft trailers 6 17 24_HPW54.eps,06/19/2024,1:56:57,39000,722.22,602.2220472,31081.29631,0.2030434914,"High Performance White 54""",0.2111911915,"High Performance White 54""",
Roland,4x31.5 banner  Pets Welcome 6-20-24_BAN54.eps,06/21/2024,1:36:56,21582,399.67,384.6661417,9621.954061,0.5541670513,"Banner 54""",1.277568353,"Banner 54""",
Roland,4x4 Donations 4-10-24_HPW54.eps,04/17/2024,0:20:01,4304,79.71,49.70787402,2447.408274,0.4313939995,"High Performance White 54""",0.9517594692,"High Performance White 54""",
Roland,4x6 banner no access 10-16-24_BAN63.eps,10/17/2024,1:04:03,14932,237.01,222.0137795,11103.74822,0.2563724686,"Banner 63""",0.8630988211,"Banner 63""",
Roland,4x8 banner 1-18-24.eps,01/23/2024,0:55:03,0,209.85,209.8468504,44035.70062,Can't Estimate Waste,,0.1574540635,,
Roland,5 x 1.25 McCarthy Bar (510 on each print)_7 9 24_HTV54.eps,07/10/2024,0:49:56,5042,210.07,180.0740157,8325.870998,-0.6513764939,High Tack Vinyle,0.8149806791,High Tack Vinyle,
Roland,5) fix - Gateway Disposal Large Rear & Front Loaders 103 and 303 4 1 24_HPW54.eps,04/05/2024,0:03:57,2103,38.94,8.944488189,196.4054662,0.906607111,"High Performance White 54""",0.4721660847,"High Performance White 54""",
Roland,50th Banner 48x48  4-26-24_BAN54.eps,04/29/2024,0:14:58,3511,65.01,50.01338583,2501.358452,0.2875089917,"Banner 54""",0.5526021266,"Banner 54""",
Roland,50x53 Lindell Market Place Decals Need 3 3-8-24_INT54.eps,03/11/2024,0:47:01,11293,209.12,164.1248031,8409.069983,0.255356056,"Intermediate White 54""",2.769677984,"Intermediate White 54""",
Roland,51x348 banner 7720 sqft file saved at half size 4-25-24_BAN54.eps,04/30/2024,1:25:04,19670,364.25,349.2511811,9259.968815,0.5292234785,"Banner 54""",1.074327592,"Banner 54""",
Roland,5B_Clement Ford Windows_PERF60.eps,04/29/2024,1:07:02,7588,126.47,111.4720472,5754.722496,0.2416344664,"Perforated 60""",0.8109930589,"Perforated 60""",
Roland,5X - Project ACDC Hardhat Sticker 1000  2-28-24_INT30.eps,02/28/2024,1:03:56,9879,329.30,254.3031496,6244.543994,0.3679032019,"Intermediate White 30""",4.220003899,"Intermediate White 30""",
Roland,5x F'Caufe and Food Stickers 2x2 Round  800 of each - 4000 total decals 5-14-24_INT54.eps,05/14/2024,2:14:59,31789,588.68,513.6811024,26668.54315,0.1610705554,"Intermediate White 54""",3.294578166,"Intermediate White 54""",
Roland,5x for 4000 - F'Caufe and Food Stickers 2x2 Round 164 of each type - 7-16-24_HPW54.eps,07/17/2024,3:06:06,43781,810.75,720.7535433,37419.02687,0.145307538,"High Performance White 54""",1.88352522,"High Performance White 54""",
Roland,5x_Bridgeton_Sign Final_HPW54.eps,07/03/2024,1:42:57,24261,539.09,419.0885827,19726.20259,0.1869267468,"High Performance White 54""",4.548468368,"High Performance White 54""",
Roland,777 Craig Building Long Term Psych Mgmt Directory Strips 2-15-24.eps_RUB36,02/23/2024,0:02:00,875,24.32,9.319291339,86.84919105,0.9007998426,"Roll-up Banner 36""",1.377836668,"Roll-up Banner 36""",
Roland,79 Crossing 40x150 2-1-24.eps,02/02/2024,0:40:02,0,152.01,152.0141732,23108.24901,Can't Estimate Waste,,0.1364894414,,
Roland,9 - Square 18x24 Sample Sign NEW   10-11-2024_HPW30.eps,10/13/2024,1:59:56,23535,784.50,574.5,14490.06614,0.3843184134,"High Performance White 30""",7.565047735,"High Performance White 30""",
Roland,9 - Square 18x24 Sample Sign NEW   7-6-2021_HPW54.eps,08/08/2024,0:44:59,13411,248.34,158.3433071,7833.567569,0.4158648051,"High Performance White 54""",3.306385234,"High Performance White 54""",
Roland,9 - Square 18x24 Sample Sign NEW   9-27-2024_HPW30.eps,09/27/2024,3:10:00,38722,1290.72,990.7244094,24988.09786,0.3546751039,"High Performance White 30""",10.79707633,"High Performance White 30""",
Roland,9 Square 18x24 Sign New Need 10 2024_HPW24.eps,04/22/2024,2:58:52,33901,1221.67,981.6661417,18883.15985,0.4429949349,"High Performance White 24""",9.573177447,"High Performance White 24""",
Roland,9 Square 18x24 Sign New Need 10 2024.eps_HPW36,02/23/2024,1:07:00,13366,371.29,281.2913386,7098.619493,0.4689241189,"High Performance White 36""",3.580941904,"High Performance White 36""",
Roland,93 Octane - side 2.eps_BAN54,02/23/2024,0:10:00,3510,65.00,50,1800,0.4871794872,"Banner 54""",0.9236,"Banner 54""",
Roland,93 Octane.eps_BAN54,02/22/2024,0:11:03,3511,65.01,50.01338583,1801.171051,0.4869515096,"Banner 54""",0.9239588874,"Banner 54""",
Roland,94x46 Lalas Decals 2-28-24_x2_HPW54.eps,02/29/2024,0:52:57,13576,251.42,191.415748,9233.096863,0.3199181969,"High Performance White 54""",2.948467714,"High Performance White 54""",
Roland,96x24 banner GIDDO Simon Min 9-18-24_BAN38.eps,09/18/2024,0:19:56,4295,113.01,98.01377953,2549.708851,0.4062883161,"Banner 38""",0.2924945723,"Banner 38""",
Roland,9x-Truck door decals  MCCARTHY  10-1-24_HPW54.eps,10/02/2024,3:47:48,54061,1001.14,821.1377953,42790.33105,0.2084870418,"High Performance White 54""",6.495880943,"High Performance White 54""",
Roland,A frame soft opening int overlays_INT30.eps,03/22/2024,0:06:01,896,29.88,14.87519685,334.4810996,0.6268017901,"Intermediate White 30""",0.3224576819,"Intermediate White 30""",
Roland,A Storage Inn Tent banner 7 9 24_BAN38.eps,07/10/2024,0:09:00,3383,89.01,74.01377953,5478.03956,-0.6195125806,"Banner 38""",0.1407919734,"Banner 38""",
Roland,AAA Home Srevices PERF Prints 1ea  5-7-24_PERF54.eps,05/07/2024,0:18:58,4212,78.00,62.9996063,2960.981496,0.2970093918,"Perforated 54""",0.2007064214,"Perforated 54""",
Roland,AJ Brown_4x10 banner_BAN63.eps,08/27/2024,0:04:59,0,7.50,7.501968504,375.2017988,#DIV/0!,"Banner 63""",0.1036242367,"Banner 63""",
Roland,AJ Brown_CLAYMONT BANNERS_P2_BAN38.eps,09/17/2024,0:25:56,6136,161.49,146.4862205,3810.660243,0.3790149251,"Banner 38""",0.4981310006,"Banner 38""",
Roland,All Banners 36x96  8-16- set 1.eps,08/19/2024,0:40:59,0,197.26,197.2637795,7301.478044,Can't Estimate Waste,,0.2673518962,,
Roland,All Banners 36x96  8-16- set 2.eps,08/19/2024,0:40:58,0,198.85,198.8468504,7360.07348,Can't Estimate Waste,,0.8607435805,,
Roland,All Banners 36x96  8-16- set 3.eps,08/19/2024,0:40:59,0,198.18,198.180315,7335.402485,Can't Estimate Waste,,0.2296413869,,
Roland,All Banners 36x96  8-16- set 4.eps,08/19/2024,0:20:03,0,98.01,98.01377953,3627.860426,Can't Estimate Waste,,0.3245681646,,
Roland,All Clings Spring 54 total need 6 of each - 324  2-16-24.eps,02/19/2024,1:25:02,0,264.78,264.7771654,12906.49627,Can't Estimate Waste,,4.595340606,,
Roland,All Clings Summer 33 total need 6 of each - 198 5-15-24_EDW54.eps,05/25/2024,0:48:01,9517,199.96,169.957874,8627.704046,0.09348848775,"Ez Dot (White) 54""",2.161135317,"Ez Dot (White) 54""",
Roland,All Clings Summer 48 total need 6 of each - 288  7-15-24_EDW54.eps,07/15/2024,1:07:02,14998,277.75,247.7472441,12552.49452,0.1630750361,"Ez Dot (White) 54""",0.9482609198,"Ez Dot (White) 54""",
Roland,all logos for print and cut NEW 2-22-24.eps_HPW36,02/23/2024,0:17:05,3228,89.67,59.66653543,1911.795664,0.4077452101,"High Performance White 36""",0.9726311421,"High Performance White 36""",
Roland,All Panels for UHSP NEW 6 2-2-24.eps,02/05/2024,0:36:58,0,111.17,111.1665354,4065.281421,Can't Estimate Waste,,0.1600361531,,
Roland,Alpine Urban 5x3 banner 7 23 24_BAN63.eps,07/24/2024,0:10:01,3214,51.01,36.01377953,2196.840551,0.3164496875,"Banner 63""",0.6773145184,"Banner 63""",
Roland,Alrata Family Dentistry_Sample Print_TW24.eps,08/15/2024,0:15:02,3942,149.06,44.05511811,688.3525482,0.8253584174,"Translucent White 24""",7.638132544,"Translucent White 24""",
Roland,AMA Mag Layout 12x24 NEW with Figure  8-28-24_MAG24.eps,09/03/2024,0:05:59,1263,52.64,22.63779528,543.6190247,0.5696857633,"Magnet 24""",0.9954618499,"Magnet 24""",
Roland,AMA Mag Layout 12x24 NEW with Figure  8-28-24_P2_MAG24.eps,09/03/2024,0:11:13,2975,123.98,33.97559055,815.8823408,0.7257920097,"Magnet 24""",2.984724486,"Magnet 24""",
Roland,Ameren Contractor sign_MAG24.eps,10/15/2024,0:11:06,2113,88.03,28.02755906,598.697351,0.7166146236,"Magnet 24""",0.451700679,"Magnet 24""",
Roland,American Eagle  Rear Loader #102 A 6 13 24  (Type)_HPW36.eps,06/13/2024,0:24:02,5242,145.60,115.5972441,3614.006753,0.3105015338,"High Performance White 36""",0.3407542055,"High Performance White 36""",
Roland,American Eagle Big Leach Truck 8 Eagles and doors copy 8 10 23_HPW54.eps,10/04/2024,0:33:56,7975,147.68,117.6807087,5718.911793,0.282873336,"High Performance White 54""",0.3809172232,"High Performance White 54""",
Roland,American Eagle Big Leach truck 8 sides 10 3 24_HPW54.eps,10/04/2024,0:44:56,12077,223.64,193.6389764,9216.605389,0.2368151548,"High Performance White 54""",0.3938491285,"High Performance White 54""",
Roland,American Eagle IZUZU #106 DOORS 7 23 24_HPW36.eps,07/24/2024,0:09:59,2663,73.97,43.97204724,1430.909278,0.4626689214,"High Performance White 36""",0.2535003481,"High Performance White 36""",
Roland,American Eagle IZUZU #106 DOORS 9 24 24_v2_HPW54.eps,09/24/2024,0:17:54,5415,100.28,40.27795276,1636.283902,0.6978243681,"High Performance White 54""",0.512184957,"High Performance White 54""",
Roland,American Eagle izuzu reflective logo #106 7 23 24_RFVW48.eps,07/24/2024,0:21:56,5734,119.46,89.45787402,3534.818711,0.3835311646,"Reflective White Vinyl 48""",0.3055726724,"Reflective White Vinyl 48""",
Roland,American Eagle izuzu reflective logo #106 7 23 24.eps,07/31/2024,0:25:01,0,89.46,89.45787402,3534.818711,Can't Estimate Waste,,0.3055726724,,
Roland,American Eagle Rear Loader 102 logos B 6 13 24_Friendship Village Bocce 6-13-24_HPW36.eps,06/13/2024,0:15:00,3040,84.46,54.45826772,1854.604179,0.3900326853,"High Performance White 36""",0.442574221,"High Performance White 36""",
Roland,ANOTHER WILD GOOSE CHASE MAG 18x13.5  10-11-2021_MAG24.eps,03/22/2024,0:05:04,1540,28.51,13.51377953,243.434245,0.841899543,"Magnet 24""",0.2218258158,"Magnet 24""",
Roland,Army Corpantna_Department of Defense_HPW30.eps,03/29/2024,0:05:00,1187,39.57,9.569291339,243.7494411,0.794664471,"High Performance White 30""",0.4932934388,"High Performance White 30""",
Roland,ASSUMPTION FISH FRY SOLD OUT  EZ-DOT  SMALL 1x3  2-28-24_EDW54.eps,02/28/2024,0:07:58,1617,29.94,14.94448819,727.296464,0.5502192941,"Ez Dot (White) 54""",0.8171193309,"Ez Dot (White) 54""",
Roland,Assumption Golf Tour 3x8 banner  2024  8-5-24_BAN38.eps,08/05/2024,0:20:00,6145,128.01,98.01377953,3529.846647,0.4255425309,"Banner 38""",0.2710010082,"Banner 38""",
Roland,Atech Ernst Concrete Fairborn OH_HPW36.eps,07/05/2024,0:18:57,4401,122.26,62.26377953,1908.980999,0.5662881503,"High Performance White 36""",0.05627204403,"High Performance White 36""",
Roland,Atech ERNST decal 9 25 24_HPW36.eps,09/26/2024,0:12:06,4380,121.67,61.66692913,1872.271092,0.5725417687,"High Performance White 36""",0.03968656052,"High Performance White 36""",
Roland,ATTENTION Mags 12x12  3-14-24_MAG24.eps,03/18/2024,0:07:59,1296,53.99,23.99330709,551.8366168,0.57414736,"Magnet 24""",0.5806066329,"Magnet 24""",
Roland,AW Banner NEW 24x60  7-1-24_BAN63.eps,07/01/2024,0:15:00,4214,66.88,51.88425197,3206.732748,0.2389760174,"Banner 63""",0.8104099108,"Banner 63""",
Roland,Backsplash & Mirror_HPW48.eps,05/13/2024,0:14:54,4745,98.86,38.86141732,1433.550256,0.697904085,"Water Damaged HP White 54"" to 48""",1.115064751,"Water Damaged HP White 54"" to 48""",
Roland,Bandwidth Belleville Dir Strips 2 7 24.eps,02/08/2024,0:01:57,0,5.51,5.513779528,130.3379332,Can't Estimate Waste,,0.2507942177,,
Roland,Bandwidth riverport Q T wall sign 1 16 24.eps,01/23/2024,0:01:04,0,7.71,7.708267717,202.3420276,Can't Estimate Waste,,0.6960096313,,
Roland,Bandwidth riverport Q T wall sign 3 20 24.eps,02/20/2024,0:06:02,0,13.78,13.77716535,386.5254253,Can't Estimate Waste,,2.643613933,,
Roland,Banner #2  BD PopUp 60thCheckboxes   5-13-24_RUB36.eps,05/13/2024,0:17:02,3697,102.71,87.70826772,2762.775902,0.2527984673,"Roll-up Banner 36""",0.7191723362,"Roll-up Banner 36""",
Roland,Banner 3x8 NEW Date Decal  10-8-24_HPW54.eps,10/10/2024,0:05:56,2221,41.13,11.12519685,421.2113408,0.8103301477,"High Performance White 54""",0.3422130082,"High Performance White 54""",
Roland,Banner_BAN54.eps,03/15/2024,1:01:59,13886,257.14,242.1389764,12622.70484,0.09094375112,"Banner 54""",0.7809128175,"Banner 54""",
Roland,banner.eps,08/19/2024,0:29:59,0,155.01,155.0137795,24029.27184,Can't Estimate Waste,,0.08853601615,,
Roland,Barnard Boat Numbers & Flat Roof & Cool Dell No Climbing_HPW54.eps,05/21/2024,0:10:04,3134,58.03,28.02795276,1466.402626,0.5320254654,"High Performance White 54""",0.4689025973,"High Performance White 54""",
Roland,Bess Bakery Mag_MAG24.eps,05/10/2024,0:09:05,2463,102.61,42.61102362,907.8496671,0.6313547207,"Magnet 24""",0.7435944788,"Magnet 24""",
Roland,Best Love & Care Window Perf Services_PERF54.eps,04/25/2024,0:28:00,5603,103.75,88.75,3372.5,0.3980365908,"Perforated 54""",1.528983247,"Perforated 54""",
Roland,Best Love & Care Window Perf Services.eps,02/01/2024,0:33:59,0,89.22,89.22244094,3390.452756,Can't Estimate Waste,,1.520887141,,
Roland,Beyond Storage Promasters 7 18 24_HPW54.eps,07/19/2024,1:28:59,22746,421.22,361.2220472,18126.2361,0.2031019242,"High Performance White 54""",0.2197707223,"High Performance White 54""",
Roland,Beyond Storage repaired copy 7 24 24_HPW36.eps,07/25/2024,0:14:02,2943,81.76,51.76377953,1672.255391,0.4318812205,"High Performance White 36""",0.2383559366,"High Performance White 36""",
Roland,Beyond Storage repaired copy 7 24 24_HPW54.eps,07/25/2024,0:05:59,2181,40.39,10.38897638,533.1549054,0.7555461942,"High Performance White 54""",0.2401103295,"High Performance White 54""",
Roland,Binnington Mask Print on trans white with laminate  3-25-24_TW30.eps,06/03/2024,0:05:56,1380,46.01,16.01377953,416.57893,0.6982216093,"Translucent White 30""",1.057067384,"Translucent White 30""",
