" Pring Log -
  Printer","------------------------------------------------------------------
File Name",Date,Total Print Time,Area of Print (in),Total Print Lenght,Material,
Roland,2x 1.25 McCarthy Bar (510 on each print)_HTV54.eps,05/20/2024,1:35:55,11093,239.92,High Tack Vinyle,
Roland,Geo Tech truck decals_with tagline_Rear Bumper License Plate WRAP NEW  #2   5-17-24_HPW48.eps,05/20/2024,0:12:02,3045,66.50,"Water Damaged HP White 54"" to 48""",
Roland,SOLD Decals 5-16-24_INT30.eps,05/20/2024,0:03:58,977,34.74,"Intermediate White 30""",
HP,18x24_Coros_5-20-24_CORPLS_2,05/20/2024,0:05:43,4320,90,Corragated Plastic 4' x 8' sheet,
HP,18x24_Coros_5-20-24_CORPLS,05/20/2024,0:13:51,8640,180,Corragated Plastic 4' x 8' sheet,
Roland,SIUE Hardhat Sticker Need 200  5-2-24_INT30.eps,05/20/2024,0:20:00,3076,108.46,"Intermediate White 30""",
Roland,Elco Blazer EV Lease May 2024 Need 4 32x16 MAGS 5-17-24_2_MAG24.eps,05/20/2024,0:18:01,2026,126.49,"Magnet 24""",
Roland,DOS_door vinyl_HPW24.eps,05/17/2024,0:13:57,2558,111.97,"High Performance White 24""",
Roland,gerber_collison & glass_window &  Wash U Quad Brasas_HPW24.eps,05/17/2024,0:13:01,1939,94.96,"High Performance White 24""",
Roland,Meadow Brook Woodgrain 4 17 24_HPW24.eps,05/17/2024,0:06:00,1057,47.31,"High Performance White 24""",
HP,Construction_Signs_Various_16x24__5-16-24_ALMS08,05/17/2024,0:20:12,1675.62,52.2,Aluminum .08 4' x 8' sheet,
Roland,gerber_collison & glass_window_No Cut_HPW60.eps,05/17/2024,0:20:55,5386,93.25,"High Performance White 60""",
Roland,zero pest magnets_MAG24.eps,05/17/2024,0:12:00,1804,78.44,"Magnet 24""",
Roland,3) mags 80  5-16_MAG24.eps,05/16/2024,0:20:01,3029,129.97,"Magnet 24""",
Roland,2) Parsons Blewett 2024 WALL  NEW FINAL  5-15-24_HPW60.eps,05/16/2024,0:31:59,7438,128.25,"High Performance White 60""",
Roland,2) mags 80  5-16_MAG24.eps,05/16/2024,0:21:58,2798,120.00,"Magnet 24""",
Roland,1) mags 80  5-16_MAG24.eps,05/16/2024,0:19:59,2565,110.00,"Magnet 24""",
Roland,1) Parsons Blewett 2024 WALL  NEW FINAL  5-15-24_HPW48.eps,05/16/2024,0:24:03,4678,128.25,"Water Damaged HP White 54"" to 48""",
Roland,3) Parsons Blewett 2024 WALL  NEW FINAL  5-15-24_HPW60.eps,05/16/2024,0:35:59,6797,128.25,"High Performance White 60""",
HP,Pace_overlay_ALMS3,05/16/2024,0:09:51,2141.1,61,Aluminum 3mm acm 4' x 8' sheet,
HP,All_Sponsor_Signs_2024__ADDONS__RUSH___5-15-24_CORPL1824_02,05/15/2024,0:03:35,418.88,23.8,"Corragated Plastic 18"" x 24"" sheet",
HP,All_Sponsor_Signs_2024__ADDONS__RUSH___5-15-24_CORPL1824_03,05/15/2024,0:03:35,418.88,23.8,"Corragated Plastic 18"" x 24"" sheet",
HP,6_22x28_Cardinals_3_various_signs_5-14-24_PVC3~2,05/15/2024,0:07:29,646.36,22.6,PVC 3mm 4' x 8' sheet,
HP,2_22x28_Cardinals_3_various_signs_5-14-24_PVC3,05/15/2024,0:08:55,1234.8,44.1,PVC 3mm 4' x 8' sheet,
Roland,part two_Paws Plus  New Mags Lola 5-14-24_MAG24.eps,05/15/2024,0:13:00,1834,83.53,"Magnet 24""",
HP,3_22x28_Cardinals_3_various_signs_5-14-24_PVC3,05/15/2024,0:08:55,1234.8,44.1,PVC 3mm 4' x 8' sheet,
HP,2x3_Chart_Final__5-13-24_UFS,05/15/2024,0:12:03,0,0,Ultra Foam Sheet 4' x 8',
HP,All_Sponsor_Signs_2024__ADDONS__RUSH___5-15-24_CORPL1824_01,05/15/2024,0:03:35,418.88,23.8,"Corragated Plastic 18"" x 24"" sheet",
HP,0_APR_18x24__5-15-24_CORPL1824,05/15/2024,0:13:50,2592,144,"Corragated Plastic 18"" x 24"" sheet",
Roland,Top Tier Ice Cost 5 14 24_HPW54.eps,05/15/2024,0:06:01,1563,51.71,"High Performance White 54""",
Roland,Top Tier Ice Cost & Bruno RD Windshield_5 14 24_HPW54.eps,05/15/2024,0:08:57,2566,51.71,"High Performance White 54""",
Roland,Ground post sign_HPW54.eps,05/14/2024,0:17:02,4456,92.07,"High Performance White 54""",
Roland,5x F'Caufe and Food Stickers 2x2 Round  800 of each - 4000 total decals 5-14-24_INT54.eps,05/14/2024,2:14:59,34456,663.68,"Intermediate White 54""",
Roland,Paws Plus  New Mags Lola 5-14-24_MAG24.eps,05/14/2024,0:14:02,2087,88.76,"Magnet 24""",
HP,CommereBank_Temp_Sign_Easle_PVC3,05/14/2024,0:05:43,280,17.5,PVC 3mm 4' x 8' sheet,
HP,18x24_LEXI_5-14-24_CORPL1824,05/14/2024,0:02:48,432,24,"Corragated Plastic 18"" x 24"" sheet",
Roland,Picnic banner changes 2024  1st  5-13-24_INT30.eps,05/14/2024,0:04:57,1024,40.21,"Intermediate White 30""",
HP,Pallet_Cap_Guide_New_Layout_5-6-24_PVC3,05/14/2024,0:08:25,62023.2,1442.4,PVC 3mm 4' x 8' sheet,
Roland,Door Logo Final with CUT Need 2  5-13-24_HPW24.eps,05/13/2024,0:14:00,2130,123.36,"High Performance White 24""",
HP,Skyline_36x24_For_Sale_ALMS3~1,05/13/2024,,1728,36,Aluminum 3mm acm 4' x 8' sheet,
Roland,2X - Bommarito white F550 5 13 24_HPW24.eps,05/13/2024,0:15:04,1984,100.79,"High Performance White 24""",
Roland,30x72 Schnable banner 5-13-24_BAN38.eps,05/13/2024,0:15:01,3330,104.01,"Banner 38""",
Roland,codes and standards pullup Need 2  5-10-24_RUB36.eps,05/13/2024,0:17:04,3708,117.71,"Roll-up Banner 36""",
Roland,42x25 banner Labernth 5-13-24_BAN38.eps,05/13/2024,0:10:01,3259,74.03,"Banner 38""",
Roland,Banner #2  BD PopUp 60thCheckboxes   5-13-24_RUB36.eps,05/13/2024,0:17:02,3708,117.71,"Roll-up Banner 36""",
HP,Cambells_Service_CORPLS,05/13/2024,0:08:55,4608,96,Corragated Plastic 4' x 8' sheet,
Roland,Backsplash & Mirror_HPW48.eps,05/13/2024,0:14:54,3647,98.86,"Water Damaged HP White 54"" to 48""",
HP,3x3_main_entrance_RUSH__5-10-24_ALMS3,05/10/2024,0:10:16,1299.6,36.1,Aluminum 3mm acm 4' x 8' sheet,
HP,Nat_Mem_of_mil_ascent__Check_5-10-24_UFS,05/10/2024,0:04:34,1010.8,36.1,Ultra Foam Sheet 4' x 8',
HP,8x12_Concealed_No_Smoke_Signs_5-9-24_ALM1218_01~1,05/10/2024,0:03:30,97.2,8.1,Aluminum 12 x 18 sheets,
HP,8x12_Concealed_No_Smoke_Signs_5-9-24_ALM1218_02~1,05/10/2024,0:03:30,97.2,8.1,Aluminum 12 x 18 sheets,
Roland,NortPoint No Semi Trucks 5 7 24_Redo2_RFV30.eps,05/10/2024,0:21:58,3763,152.28,,
Roland,SafetyCommitteeSticker SIUE  Need 50   5-9-24_INT54.eps,05/10/2024,0:05:02,2011,39.44,"Intermediate White 54""",
HP,Clements_-_JACK__2024_senior_5-10-24_CORPL1824,05/10/2024,0:04:23,432,24,"Corragated Plastic 18"" x 24"" sheet",
Roland,Crane Banner_BAN54eps,05/10/2024,0:22:55,5598,119.03,"Banner 54""",
Roland,Bess Bakery Mag_MAG24.eps,05/10/2024,0:09:05,2186,102.61,"Magnet 24""",
HP,Geo_Tech_UES_5X3_5_8_24_CORPLS,05/09/2024,0:51:31,4320,120,Corragated Plastic 4' x 8' sheet,
HP,20x20_First_Aid_5-8-24_CORPL23~1,05/09/2024,0:01:41,402,20.1,Corragated Plastic 2' x 3' sheet,
Roland,Shan Cartoon Burrito_INT54.eps,05/09/2024,0:05:01,1977,39.46,"Intermediate White 54""",
HP,20x20_First_Aid_5-8-24_CORPLS,05/09/2024,0:48:38,19200,480,Corragated Plastic 4' x 8' sheet,
HP,Drop_Box_ALMS063~1,05/09/2024,0:04:51,24.6,4.1,Aluminum .063,
HP,18x24_Congrats_Pre-K_5-9-24_CORPLS~1,05/09/2024,0:08:37,4320,90,Corragated Plastic 4' x 8' sheet,
HP,2x3_a_frame_inserts_5-9-24_CORPL23,05/09/2024,0:21:09,2592,72,Corragated Plastic 2' x 3' sheet,
HP,Barnes_Elliott_Alex_CORPL1824~1,05/08/2024,0:05:18,432,24,"Corragated Plastic 18"" x 24"" sheet",
HP,SP_3x3_towed_signs_need_2_of_each_5-7-24_ALMS08,05/08/2024,,5191.2,144,Aluminum .08 4' x 8' sheet,
HP,Cath_Renewal_Center_Signs_various__5-7-24_ALMS08,05/08/2024,0:15:40,2400,50,Aluminum .08 4' x 8' sheet,
Roland,Cath Renewal Center 1 - window decal   5-7-24_HPW24.eps,05/08/2024,0:05:00,878,45.69,"High Performance White 24""",
Roland,BRR Carrier LLC Decals 16x20 need 2 5-8-24_HPW24.eps,05/08/2024,0:08:02,1359,64.01,"High Performance White 24""",
Roland,NEW Fact Tag Bag Art - Stickers - PRINT_HPW24.eps,05/08/2024,0:38:57,6460,304.21,"High Performance White 24""",
Roland,LabCorp_HPW24.eps,05/08/2024,0:04:55,823,40.90,"High Performance White 24""",
HP,All_Sponsor_Signs_2024__5-6-24_CORPLS,05/08/2024,0:12:56,4320,90,Corragated Plastic 4' x 8' sheet,
Roland,NortPoint No Semi Trucks 5 7 24_Reprint_RFV30.eps,05/08/2024,0:06:58,1023,41.40,,
Roland,JE Foster Bobcat 2 28 24_HPW24.eps,05/08/2024,0:20:00,2389,135.42,"High Performance White 24""",
HP,STRETCH_-_MAVILLE__2024_senior_5-6-24_CORPL1824,05/07/2024,,432,24,"Corragated Plastic 18"" x 24"" sheet",
HP,NO_THRU_TRAFFIC_ALMR~1,05/07/2024,0:18:27,864,18,Reflective Aluminum 4' x 8' sheet,
Roland,AAA Home Srevices PERF Prints 1ea  5-7-24_PERF54.eps,05/07/2024,0:18:58,4371,93.00,"Perforated 54""",
Roland,CYS17 and CYS18  Need 300 of each 5-6-24_INT30.eps,05/07/2024,0:24:02,3639,138.71,"Intermediate White 30""",
Roland,ELCO 32x16 Magnet - Cadillac LYRIQ Lease  need 10 5-3-24_V4_MAG24.eps,05/07/2024,0:13:01,1673,95.51,"Magnet 24""",
Roland,NortPoint No Semi Trucks 5 7 24_RFV30.eps,05/07/2024,0:12:57,2541,102.83,,
Roland,Capitol Realty 4x5 NEW Sign 5-3-24_HPW54.eps,05/07/2024,1:32:01,27080,550.17,"High Performance White 54""",
Roland,Xtreme Tan New Pricing 18x24 Paper Signs FINAL 5-6-24_THP54.eps,05/07/2024,0:05:01,2452,49.51,"Thick Paper/ Heavy Paper 54""",
Roland,pointer decal Marker  4-19-24_HPW54.eps,05/06/2024,0:03:01,1415,33.28,"High Performance White 54""",
Roland,FOGHORN Rooster Decal 5-4-24_INT54.eps,05/06/2024,0:02:01,1948,37.94,"Intermediate White 54""",
Roland,Fall Protection need 100 .375x2.5  5-6-24_INT54.eps,05/06/2024,0:09:56,2687,52.96,"Intermediate White 54""",
HP,No_commuter_parking_12_x_18_5_3_24_ALMR,05/06/2024,0:09:50,216,12,Reflective Aluminum 4' x 8' sheet,
HP,Intergrate_4x4_SWPP_4_11_24_ALMS6~1,05/06/2024,0:20:30,4646.46,96.2,Aluminum 6mm acm 4' x 8' sheet,
HP,ELCO_24x36_A_Frame_-_Cadillac_LYRIQ_Lease__need_4__5-3-24_CORPLS,05/06/2024,0:11:36,3460.8,72,Corragated Plastic 4' x 8' sheet,
HP,Bommarito_12x18_T22_-_T29_5_6_24_ALMR,05/06/2024,0:23:35,1728,36,Reflective Aluminum 4' x 8' sheet,
Roland,14x14 ESD Mags 5-3-24_MAG24.eps,05/06/2024,0:09:58,875,58.47,"Magnet 24""",
Roland,ELCO 32x16 Magnet Cadillac LYRIQ Lease need 10 5-3-24_v3_MAG24.jpg,05/06/2024,0:59:56,6702,383.00,"Magnet 24""",
Roland,Wash U IT Deliveries 5 1 24_HPW54.eps,05/06/2024,0:07:01,1874,44.96,"High Performance White 54""",
HP,12x18_VIP_Reserved_Tooth_4-19-24_ALM1218,05/03/2024,0:06:47,216,12,Aluminum 12 x 18 sheets,
Roland,Clearway Solution Final Logo 5-2-24 & Integrative glass logo & Motion Glass Logo_HPW48.eps,05/03/2024,0:23:04,4377,113.89,"Water Damaged HP White 54"" to 48""",
HP,Boswinkel_-_Laurens_2024_senior_5-2-24_CORPL1824~1,05/03/2024,0:05:28,432,18,"Corragated Plastic 18"" x 24"" sheet",
HP,Integrative_Mind_Reserved_5_3_24_ALM1218,05/03/2024,0:09:48,1296,72,Aluminum 12 x 18 sheets,
Roland,Des Peres_5x7 banner 5-2-24_BAN63.eps,05/03/2024,0:23:59,7194,116.01,"Banner 63""",
Roland,Motion Orto Creve Coeur  Insert 5 3 24_RUB36.eps,05/03/2024,0:03:57,789,41.03,"Roll-up Banner 36""",
Roland,10x16 CORP-Security Decals Final 5-2-24_EDW54.eps,05/03/2024,0:14:01,4234,95.39,"Ez Dot (White) 54""",
Roland,Dinner Sponsor Banner 2x6  5-1-24_BAN38.eps,05/03/2024,0:13:57,2706,104.01,"Banner 38""",
HP,18X24_Parkway_School_Bus_Driver_For_Hire_5-3-24_CORPLS,05/03/2024,1:05:55,21600,450,Corragated Plastic 4' x 8' sheet,
HP,3_WWT - Various Ship Recieve signs 4-25-24 & McKelvey Manor 5-1-24_ALMS08,05/02/2024,0:21:11,4608,96,Aluminum .08 4' x 8' sheet,
Roland,C5_REDO_Clement Ford Windows_PERF60.eps,05/02/2024,1:02:02,7321,141.47,"Perforated 60""",
HP,2_WWT_-_Various_Ship_Recieve_signs_4-25-24_ALMS08,05/02/2024,0:12:38,2308.8,48.1,Aluminum .08 4' x 8' sheet,
Roland,Mo Amer Water Hypochlorite 5 1 24_HTV54.eps,05/02/2024,0:07:00,1934,44.08,High Tack Vinyle,
Roland,PDX Decal Need 500 5-1-24_INT30.eps,05/02/2024,0:10:58,1649,59.32,"Intermediate White 30""",
Roland,Friendship Vill Altima at Home 5 1 24_HPW24.eps,05/02/2024,0:14:00,1996,123.67,"High Performance White 24""",
HP,24x36_No_Park_No_Standing_No_Stopping_Signs_5-1-24_CORPLS,05/02/2024,0:57:21,18451.2,384.4,Corragated Plastic 4' x 8' sheet,
HP,1_WWT_-_Various_Ship_Recieve_signs_4-25-24_ALMS08,05/02/2024,0:18:12,4608,96,Aluminum .08 4' x 8' sheet,
Roland,1) Mccarthy 20 ft lock box containers 5 3 24_HPW54 .eps,05/02/2024,0:35:59,7571,145.90,"High Performance White 54""",
Roland,2) Mccarthy 20 ft lock box containers 5 3 24_HPW54 .eps,05/02/2024,1:10:01,13574,306.94,"High Performance White 54""",
Roland,C4_REDO_Clement Ford Windows_PERF60.eps,05/02/2024,1:09:03,7834,141.47,"Perforated 60""",
Roland,Liz and Courtney B Day Prints 4.30.24_HPW24.eps,05/02/2024,0:04:00,892,39.21,"High Performance White 24""",
HP,Harvest_Home_Banner_v2_Ban98,05/02/2024,1:26:42,10453.85,91.3,"16 oz Banner 98""",
HP,RAYAN_Grad_banner_6x7_5-1-24_BAN98,05/02/2024,1:02:40,7318.6,86,"16 oz Banner 98""",
Roland,May 14th Decal Need 4  4-29-24_INT30.eps,05/02/2024,0:04:59,1140,38.96,"Intermediate White 30""",
HP,2_12X18_Hole_Sponsor_Signs_5-1-24_CORPL23,05/01/2024,0:08:22,867.6,24.1,Corragated Plastic 2' x 3' sheet,
Roland,D5_Clement Ford Windows_PERF60.eps,05/01/2024,1:07:56,7661,141.22,"Perforated 60""",
HP,Red_Hawk_yard_of_month_need_1_SF__NEW__5-1-24_ALMS3,05/01/2024,0:21:20,432,18,Aluminum 3mm acm 4' x 8' sheet,
HP,1_12X18_Hole_Sponsor_Signs_5-1-24_CORPL23,05/01/2024,0:08:22,867.6,24.1,Corragated Plastic 2' x 3' sheet,
Roland,C3_REDO_Clement Ford Windows_PERF60.eps,05/01/2024,1:09:59,7834,141.47,"Perforated 60""",
Roland,D3_Clement Ford Windows_PERF60.eps,05/01/2024,1:05:00,7608,141.22,"Perforated 60""",
Roland,D2_Clement Ford Windows_PERF60.eps,05/01/2024,1:07:56,7591,141.22,"Perforated 60""",
Roland,F_Clement Ford Windows_PERF60.eps,05/01/2024,0:39:01,6789,98.75,"Perforated 60""",
Roland,D4_Clement Ford Windows_PERF60.eps,05/01/2024,1:05:58,7608,141.22,"Perforated 60""",
Roland,E_Clement Ford Windows_PERF60.eps,05/01/2024,1:07:02,7777,141.72,"Perforated 60""",
HP,1_18x24_Meetings_Dues_Sign_4-30-24_CORPL1824,04/30/2024,0:06:15,1814.4,75.6,"Corragated Plastic 18"" x 24"" sheet",
HP,2_18x24_Meetings_Dues_Sign_4-30-24_CORPL1824,04/30/2024,0:06:33,864,36,"Corragated Plastic 18"" x 24"" sheet",
HP,2x3_Warning_Sign_4-29-24_ALMR,04/30/2024,0:23:36,1728,36,Reflective Aluminum 4' x 8' sheet,
Roland,JE Foster Grey Lock Box 50% scale 4 27 24_HPW60.eps,04/30/2024,1:14:02,19473,343.89,"High Performance White 60""",
HP,6x24_rider_June_4-29-24_CORPLS,04/30/2024,0:04:41,578.4,24,Corragated Plastic 4' x 8' sheet,
HP,Hilton_arrows_CORPLS,04/30/2024,0:11:29,3456,72,Corragated Plastic 4' x 8' sheet,
Roland,Print_Art & Joe_HPW60.eps,04/30/2024,0:16:59,4642,86.71,"High Performance White 60""",
HP,Cardinals_Credit_Card_Poster_22x28_2024_CORPLS,04/30/2024,0:11:46,3696,84,Corragated Plastic 4' x 8' sheet,
Roland,D1_Clement Ford Windows_PERF60.eps,04/30/2024,1:04:59,7591,141.22,"Perforated 60""",
Roland,1) New Wall Lettering HP DECAL Print and Lam 3-6-24 OPTION #2_Redo_HPW54.eps,04/30/2024,0:30:58,6718,120.74,"High Performance White 54""",
Roland,100 year banner SF 2 needed 4-29-24_BAN54.eps,04/30/2024,0:15:03,3626,100.53,"Banner 54""",
Roland,2) New Wall Lettering HP DECAL Print and Lam 3-6-24 OPTION #2_REDO_HPW54.eps,04/30/2024,0:29:58,6165,125.25,"High Performance White 54""",
Roland,Ramirez Truck Decals & Boat Number Decals & 5x10 Please decal_HPW48.eps,04/30/2024,0:11:00,2591,57.69,"Water Damaged HP White 54"" to 48""",
Roland,51x348 banner 7720 sqft file saved at half size 4-25-24_BAN54.eps,04/30/2024,1:25:04,10055,379.25,"Banner 54""",
Roland,C5_Clement Ford Windows_PERF60.eps,04/30/2024,1:06:01,7250,141.47,"Perforated 60""",
HP,Shhet_2_4-29-24_CORPLS,04/29/2024,,4320,90,Corragated Plastic 4' x 8' sheet,
HP,Shhet_3_4-29-24_CORPL1824,04/29/2024,,864,48,"Corragated Plastic 18"" x 24"" sheet",
Roland,Falcon Banner 2x3 4-25-24_BAN54.eps,04/29/2024,0:06:00,2131,56.03,"Banner 54""",
Roland,Ilos Van logos 4 11 24_part2_HPW36.eps,04/29/2024,0:06:02,1395,48.60,"High Performance White 36""",
Roland,Ilos Van logos 4 11 24_part2.eps,04/29/2024,0:06:02,1395,48.60,,
HP,Shhet_1_4-29-24_CORPLS,04/29/2024,,4320,90,Corragated Plastic 4' x 8' sheet,
HP,EZ_Storage_Street-Signs_ALMR,04/29/2024,0:37:01,3964.8,82.6,Reflective Aluminum 4' x 8' sheet,
Roland,Samsung Warehouse  taylor TX number 0001-0501_INT54.eps,04/29/2024,0:20:01,4297,83.46,"Intermediate White 54""",
Roland,5B_Clement Ford Windows_PERF60.eps,04/29/2024,1:07:02,7303,141.47,"Perforated 60""",
Roland,C2_Clement Ford Windows_PERF60.eps,04/29/2024,1:07:01,7604,141.47,"Perforated 60""",
Roland,C4_Clement Ford Windows_PERF60.eps,04/29/2024,2:07:58,15102,282.94,"Perforated 60""",
Roland,50th Banner 48x48  4-26-24_BAN54.eps,04/29/2024,0:14:58,4002,80.01,"Banner 54""",
Roland,C3_Clement Ford Windows_PERF60.eps,04/29/2024,2:08:02,15102,282.94,"Perforated 60""",
Roland,C1_Clement Ford Windows_PERF60.eps,04/29/2024,1:04:04,7604,141.47,"Perforated 60""",
HP,18x24_House_For_Sale_Signs__4-25-24_S1_CORPL1824,04/29/2024,0:09:47,1735.2,96.4,"Corragated Plastic 18"" x 24"" sheet",
Roland,Caplaco NO SMOKE_HPW36.eps,04/29/2024,0:13:58,3551,111.89,"High Performance White 36""",
HP,18x24_House_For_Sale_Signs__4-25-24_S2_CORPL1824,04/29/2024,0:09:47,433.8,24.1,"Corragated Plastic 18"" x 24"" sheet",
HP,4_McCarthy_4.23.24_ALMS3,04/29/2024,0:43:24,4464,93,Aluminum 3mm acm 4' x 8' sheet,
HP,1_McCarthy_4.23.24_ALMS3,04/26/2024,1:19:47,18432,384,Aluminum 3mm acm 4' x 8' sheet,
HP,2_McCarthy_4.23.24_ALMS3,04/26/2024,1:02:28,13824,288,Aluminum 3mm acm 4' x 8' sheet,
Roland,EZ Storage_Stickers_HPW24.eps,04/26/2024,0:04:01,606,35.19,"High Performance White 24""",
Roland,4B_Clement Ford Windows_PERF60.eps,04/26/2024,1:06:00,7675,141.47,"Perforated 60""",
Roland,Bomarrito License plate 4 26 24_HPW36.eps,04/26/2024,0:15:00,2544,80.03,"High Performance White 36""",
HP,3_McCarthy_4.23.24_ALMS3,04/26/2024,1:00:33,13824,288,Aluminum 3mm acm 4' x 8' sheet,
Roland,3B_Clement Ford Windows_PERF60.eps,04/26/2024,1:07:56,7693,141.47,"Perforated 60""",
Roland,2B_Clement Ford Windows_PERF60.eps,04/26/2024,1:05:57,7710,141.47,"Perforated 60""",
Roland,1B_Clement Ford Windows_PERF60.eps,04/26/2024,1:07:58,7693,141.47,"Perforated 60""",
Roland,4A_Clement Ford Windows_PERF60.eps,04/26/2024,2:12:57,15212,281.69,"Perforated 60""",
Roland,Pasturas Los Alazanes TX Circle Logo - Final_HPW54.eps,04/26/2024,0:43:03,8763,181.72,"High Performance White 54""",
Roland,FINAL  Door Logo LFCS  4-25-24 & 66 Decal_HPW36.eps,04/26/2024,0:05:03,1337,44.50,"High Performance White 36""",
Roland,poncin ipl print_HPW54.eps,04/26/2024,0:09:57,2668,61.71,"High Performance White 54""",
Roland,Best Love & Care Window Perf Services_PERF54.eps,04/25/2024,0:28:00,4513,118.75,"Perforated 54""",
HP,PGA_Junior_Tour_Logo_3x10_sign_4-17-24_ALMS3-4X10,04/25/2024,0:09:11,4332,36.1,Aluminum 3mm acm 4' x 8' sheet,
HP,Pullen_MAYOR_ALMS6,04/25/2024,0:15:31,600,30,Aluminum 6mm acm 4' x 8' sheet,
Roland,3A_Clement Ford Windows_PERF60.eps,04/25/2024,1:05:00,7606,140.85,"Perforated 60""",
Roland,36x36 Were Camping Sign 4-24-24_BAN38.eps,04/25/2024,0:08:00,2312,68.01,"Banner 38""",
Roland,1A_Clement Ford Windows_PERF60.eps,04/25/2024,1:19:03,9759,182.84,"Perforated 60""",
Roland,2A_Clement Ford Windows_PERF60.eps,04/25/2024,1:05:55,7518,140.85,"Perforated 60""",
Roland,Safety Committee Sticker LYH10  Need 50  4-24-24_INT54.eps,04/24/2024,0:07:05,2013,39.58,"Intermediate White 54""",
HP,2__Greater_St._Louis_Book_Fair_Signs_4_24_24_CORPLS,04/24/2024,0:11:09,4224,96,Corragated Plastic 4' x 8' sheet,
HP,4x8_2nd_Chance_RV_Sign_NEW__4-24-24_CORPLS,04/24/2024,0:13:09,4608,96,Corragated Plastic 4' x 8' sheet,
Roland,CLAYCO Hard hat sticker grounding colors PRINT 2.5x3.5_INT54.eps,04/24/2024,0:12:00,3132,61.74,"Intermediate White 54""",
Roland,CLAYCO Hard hat sticker grounding colors PRINT 2.5x3.5  Need  1500   2-5-24_INT54.eps,04/24/2024,0:29:02,7321,144.29,"Intermediate White 54""",
Roland,Greater St. Louis Book Fair Signs 4 24 24_RUB36.eps,04/24/2024,0:05:55,1554,54.46,"Roll-up Banner 36""",
Roland,poncin ipl print_HPW48.eps,04/24/2024,0:11:01,2668,61.71,"Water Damaged HP White 54"" to 48""",
Roland,Wash U Quadrrangle Escape logos 4 24 24_HPW48.eps,04/24/2024,0:04:57,1574,36.64,"Water Damaged HP White 54"" to 48""",
Roland,Restoration house Rollup banner Need 2 4-24-24_RUB36.eps,04/24/2024,0:37:59,7512,238.47,"Roll-up Banner 36""",
Roland,Wade Machine Logo 4 24 24_HPW48.eps,04/24/2024,0:04:59,1780,39.29,"Water Damaged HP White 54"" to 48""",
Roland,LGW ad DOT Decals 3x15 4-24-24_HPW48.eps,04/24/2024,0:09:57,2596,55.61,"Water Damaged HP White 54"" to 48""",
HP,1__Greater_St._Louis_Book_Fair_Signs_4_24_24_CORPLS,04/24/2024,0:12:39,4224,96,Corragated Plastic 4' x 8' sheet,
HP,foam_heads_FINAL_PRINT_1_PVC3,04/23/2024,0:18:23,988.8,52.32,PVC 3mm 4' x 8' sheet,
HP,All_Trucks_Turn_Left_12x18_Need_2_4-22-24_ALM1218,04/23/2024,0:07:21,432,24,Aluminum 12 x 18 sheets,
HP,Andres_Roofing_12x24_Need_50_DF_7-11-23_1_up_CORPLS~1,04/23/2024,0:59:28,14976,624,Corragated Plastic 4' x 8' sheet,
Roland,Greater St Louis Book Fair 2024 A) Banner_BAN38.eps,04/23/2024,0:13:59,2708,104.03,"Banner 38""",
Roland,2020 24x42 ADDON   banner FINAL  4-23-24_BAN38.eps,04/23/2024,0:08:03,1927,74.03,"Banner 38""",
Roland,Residential roof Brians Mags 4 16 24_MAG24.eps,04/23/2024,0:06:59,1239,54.43,"Magnet 24""",
Roland,Labels for production.eps,04/23/2024,0:04:00,816,36.71,,
Roland,Friendship Village front logo Monster Shuttle 4 22 24_HPW24.eps,04/23/2024,0:10:04,1572,88.96,"High Performance White 24""",
Roland,Logo for Front Door Americlock and McShane  4-23-24_HPW24.eps,04/23/2024,0:07:01,1147,57.13,"High Performance White 24""",
Roland,Tommy memorial PRINT_HPW24.eps,04/23/2024,0:13:05,2210,114.44,"High Performance White 24""",
Roland,Final Print Passenger side 4-18-24_P2_HPW54.eps,04/22/2024,0:21:01,5608,107.71,"High Performance White 54""",
HP,Andres_Roofing_12x24_Need_50_DF_7-11-23_CORPLS,04/22/2024,0:36:14,13824,288,Corragated Plastic 4' x 8' sheet,
Roland,Commece 4x4 pardon ou constuct Banners 4 15 24_BAN54.eps,04/22/2024,0:14:05,4022,80.15,"Banner 54""",
Roland,Final Print Passenger side 4-18-24_P3_HPW54.eps,04/22/2024,0:21:00,5528,107.71,"High Performance White 54""",
Roland,West County Lions 2024_HPW54.eps,04/22/2024,0:10:01,2765,54.60,"High Performance White 54""",
HP,Holy Cross Acad Reserved Park 4 17 24 & St Gerard FDC 12 X18 4 22 24_ALMR,04/22/2024,0:15:03,648,18,Reflective Aluminum 4' x 8' sheet,
Roland,SVDP  Price Change NEW   4-22-24_INT30.eps,04/22/2024,0:13:00,2289,79.26,"Intermediate White 30""",
HP,foam_heads_FINAL_PRINT_2_PVC3,04/22/2024,0:37:24,4608,96,PVC 3mm 4' x 8' sheet,
Roland,Final Print back door 4-18-24_P2_HPW36.eps,04/22/2024,0:16:02,3499,100.01,"High Performance White 36""",
Roland,Final Print Driver side 4-18-24_P3_HPW54.eps,04/22/2024,0:21:00,5528,107.71,"High Performance White 54""",
Roland,Final Print Passenger side 4-18-24_P1_HPW54.eps,04/22/2024,0:21:01,5528,107.71,"High Performance White 54""",
Roland,Final Print back door 4-18-24_P1_HPW36.eps,04/22/2024,0:21:00,3499,100.01,"High Performance White 36""",
