Event,Nick Name,Job Name,Size,Page Size_X[mm],Page Size_Y[mm],Media Name,Copy,Print Area_X[mm],Print Area_Y[mm],Ink Consumption[cc],Ink Name,Input Time,RIP Start Time,RIP End Time,Print Start Time,Print End Time,Details,Total Print Time,Material Width,Width (in),Esitmated Material Length (in),Area (in),Extra for Lead in,Print Length,Print Area,Cyan:,Magenta:,Yellow:,Black:,Light Magenta:,Light Cyan:,Light Black,Sum of Ink,Ink CC sq ft
Print End,XR-640#2,2x - PFG Hardhat Sticker Need 150 2-22-24_INT30.eps,351198314,729.89,590.19,Generic Vinyl II HD,1,734.445,602.19,0.032:2.320:1.317:0.639:1.107:0.210:1.333,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,11/19/2024 11:10,2024/11/19 11:17:00,,0:07:00,,28.74,23.71,0,,23.70826772,681.2766742,0.032,2.320,1.317,0.639,1.107,0.210,1.333,6.958,1.470697645
Print End,XR-640#2,2x - PFG Hardhat Sticker Need 150 2-22-24_INT30.eps,351198314,729.89,590.19,Generic Vinyl II HD,2,733.945,1204.38,0.063:4.640:2.635:1.278:2.215:0.421:2.666,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,11/19/2024 10:48,11/19/2024 10:50,11/19/2024 10:48,11/19/2024 11:00,,0:12:00,,28.74,47.42,0,,47.41653543,1362.553348,0.063,4.640,2.635,1.278,2.215,0.421,2.666,13.918,1.470909012
New Job(A),XR-640#2,2x - PFG Hardhat Sticker Need 150 2-22-24_INT30.eps,351198314,729.89,590.19,3M™ IJ180Cv3,1,729.89,602.19,,,11/19/2024 10:30,,,,,,0:00:00,,28.74,23.71,0,,23.70826772,681.2766742,,,,,,,,0,0
Print End,XR-640#2,Family Tree_121_BAN63.eps,29667546,1270.35,1879.95,Generic Banner II,1,1396.67,1879.95,0.002:0.213:1.015:0.071:1.338:0.253:0.364,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,11/19/2024 9:45,11/19/2024 9:47,11/19/2024 9:45,11/19/2024 10:27,,0:42:00,,50.01,74.01,0,,74.01377953,3701.708851,0.002,0.213,1.015,0.071,1.338,0.253,0.364,3.256,0.1266615012
New Job(A),XR-640#2,Family Tree_121_BAN63.eps,29667546,1270.35,1879.95,3M™ IJ180Cv3,1,1270.34,1891.95,,,11/19/2024 9:44,,,,,,0:00:00,,50.01,74.49,0,,74.48622047,3725.337409,,,,,,,,0,0
Print End,XR-640#2,A blessing for a New Home_THP30.eps,28444074,699.2,521.05,Generic Paper,1,704.6,533.04,0.033:0.020:0.000:0.191:0.026:0.027:0.000,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/11/18 10:25:00,2024/11/18 10:25:00,11/18/2024 10:25,2024/11/18 10:37:00,,0:12:00,,27.53,20.99,0,,20.98582677,577.6885858,0.033,0.020,0.000,0.191,0.026,0.027,0.000,0.297,0.07403296699
New Job(A),XR-640#2,A blessing for a New Home_THP30.eps,28444074,699.2,521.05,3M™ IJ180Cv3,1,699.2,533.04,,,2024/11/18 10:24:00,,,,,,0:00:00,,27.53,20.99,0,,20.98582677,577.6885858,,,,,,,,0,0
Print End,XR-640#2,Blood Drive_BAN38.eps,7082722,813.15,1117.95,Generic Banner II,1,878.58,1117.95,0.061:1.113:0.990:0.605:1.097:0.597:0.749,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,11/18/2024 9:40,11/18/2024 9:58,,0:18:00,,32.01,44.01,0,,44.01377953,1409.047434,0.061,1.113,0.990,0.605,1.097,0.597,0.749,5.212,0.5326492082
Print End,XR-640#2,Blood Drive_BAN38.eps,7082722,813.15,1117.95,Generic Banner II,1,878.58,1117.95,0.061:1.113:0.990:0.605:1.097:0.597:0.749,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,11/18/2024 8:55,11/18/2024 8:56,11/18/2024 8:55,2024/11/18 9:14:00,,0:19:00,,32.01,44.01,0,,44.01377953,1409.047434,0.061,1.113,0.990,0.605,1.097,0.597,0.749,5.212,0.5326492082
New Job(A),XR-640#2,Blood Drive_BAN38.eps,7082722,813.15,1117.95,3M™ IJ180Cv3,1,1129.95,813.15,,,11/18/2024 8:54,,,,,,0:00:00,,32.01,32.01,0,,32.01377953,1024.88208,,,,,,,,0,0
Print End,XR-640#2,redo_Axes Physical Therapy Emerson Building Inserts 11 5 24_RUB36.eps,1959870,838.2,75.14,Generic Paper,1,852.6,87.14,0.029:0.049:0.037:0.077:0.100:0.077:0.098,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,11/14/2024 13:52,11/14/2024 13:52,11/14/2024 13:52,11/14/2024 13:55,,0:03:00,,33.00,3.43,0,,3.430708661,113.2133858,0.029,0.049,0.037,0.077,0.100,0.077,0.098,0.467,0.5939933649
New Job(A),XR-640#2,redo_Axes Physical Therapy Emerson Building Inserts 11 5 24_RUB36.eps,1959870,838.2,75.14,3M™ IJ180Cv3,1,838.2,87.14,,,2024/11/14 13:52:00,,,,,,0:00:00,,33.00,3.43,0,,3.430708661,113.2133858,,,,,,,,0,0
Print End,XR-640#2,Friendship Vill Versa at Home 7 23 24_HPW36_LAMI.eps,6374206,802.56,799.04,3M™ IJ180Cv3,1,834.78,811.04,0.022:0.799:0.464:0.003:0.347:0.082:0.141,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,11/14/2024 12:03,11/14/2024 12:11,,0:08:00,,31.60,31.93,0,,31.93070866,1008.909825,0.022,0.799,0.464,0.003,0.347,0.082,0.141,1.858,0.2651892107
Print End,XR-640#2,Sybergs Hours 11 14 24_HPW36_LAMI.eps,6570110,704.84,484.36,3M™ IJ180Cv3,1,785.92,496.36,0.015:0.140:0.132:0.004:0.201:0.095:0.025,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,11/14/2024 11:56,2024/11/14 12:00:00,,0:04:00,,27.75,19.54,0,,19.54173228,542.2753773,0.015,0.140,0.132,0.004,0.201,0.095,0.025,0.612,0.1625152159
RIP End,XR-640#2,Friendship Vill Versa at Home 7 23 24_HPW36_LAMI.eps,6374206,802.56,799.04,3M™ IJ180Cv3,1,834.78,811.04,0.022:0.799:0.464:0.003:0.347:0.082:0.141,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,11/14/2024 11:48,11/14/2024 11:50,,,,0:00:00,,31.60,31.93,0,,31.93070866,1008.909825,0.022,0.799,0.464,0.003,0.347,0.082,0.141,1.858,0.2651892107
Print End,XR-640#2,Sybergs Hours 11 14 24_HPW36_LAMI.eps,6570110,704.84,484.36,3M™ IJ180Cv3,1,785.92,496.36,0.015:0.140:0.132:0.004:0.201:0.095:0.025,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/11/14 11:48:00,2024/11/14 11:48:00,11/14/2024 11:48,2024/11/14 11:54:00,,0:06:00,,27.75,19.54,0,,19.54173228,542.2753773,0.015,0.140,0.132,0.004,0.201,0.095,0.025,0.612,0.1625152159
New Job(A),XR-640#2,Friendship Vill Versa at Home 7 23 24_HPW36_LAMI.eps,6374206,802.56,799.04,3M™ IJ180Cv3,1,811.04,802.56,,,2024/11/14 11:40:00,,,,,,0:00:00,,31.60,31.60,0,,31.59685039,998.3609548,,,,,,,,0,0
New Job(A),XR-640#2,Sybergs Hours 11 14 24_HPW36_LAMI.eps,6570110,704.84,484.36,3M™ IJ180Cv3,1,704.84,496.36,,,11/14/2024 11:40,,,,,,0:00:00,,27.75,19.54,0,,19.54173228,542.2753773,,,,,,,,0,0
Print End,XR-640#2,Momentum oops late signs 11 14 24_p2_BAN63.eps,9030894,1117.95,2184.75,Generic Banner II,1,1335.975,2184.75,0.887:1.497:3.184:0.432:3.910:2.533:2.402,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,11/14/2024 9:46,11/14/2024 10:07,,0:21:00,,44.01,86.01,0,,86.01377953,3785.791528,0.887,1.497,3.184,0.432,3.910,2.533,2.402,14.845,0.5646586675
RIP End,XR-640#2,Momentum oops late signs 11 14 24_p2_BAN63.eps,9030894,1117.95,2184.75,Generic Banner II,1,1335.975,2184.75,0.887:1.497:3.184:0.432:3.910:2.533:2.402,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,11/14/2024 9:22,11/14/2024 9:23,,,,0:00:00,,44.01,86.01,0,,86.01377953,3785.791528,0.887,1.497,3.184,0.432,3.910,2.533,2.402,14.845,0.5646586675
New Job(A),XR-640#2,Momentum oops late signs 11 14 24_p2_BAN63.eps,9030894,1117.95,2184.75,3M™ IJ180Cv3,1,1117.95,2196.75,,,11/14/2024 9:20,,,,,,0:00:00,,44.01,86.49,0,,86.48622047,3806.58544,,,,,,,,0,0
Print End,XR-640#2,Momentum oops late signs 11 14 24_BAN63.eps,187728742,1117.95,2184.75,Generic Banner II,1,1335.975,2196.75,1.414:2.345:1.515:0.332:5.197:4.772:3.042,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/11/14 9:20:00,2024/11/14 9:21:00,11/14/2024 9:20,11/14/2024 9:42,,0:22:00,,44.01,86.49,0,,86.48622047,3806.58544,1.414,2.345,1.515,0.332,5.197,4.772,3.042,18.617,0.7042658157
New Job(A),XR-640#2,Momentum oops late signs 11 14 24_BAN63.eps,187728742,1117.95,2184.75,3M™ IJ180Cv3,1,1117.95,2196.75,,,2024/11/14 9:19:00,,,,,,0:00:00,,44.01,86.49,0,,86.48622047,3806.58544,,,,,,,,0,0
Print End,XR-640#2,Momentum oops late signs 11 14 24_MAG24_FLL_LAMI.eps,5724858,567.26,457.55,Generic Vinyl II HD,1,568.13,457.55,0.071:0.241:0.043:0.021:0.198:0.137:0.130,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,11/14/2024 8:20,11/14/2024 8:26,,0:06:00,,22.33,18.01,0,,18.01377953,402.3030148,0.071,0.241,0.043,0.021,0.198,0.137,0.130,0.841,0.3010268269
Print Canceled,XR-640#2,Momentum oops late signs 11 14 24_MAG24_FLL_LAMI.eps,5724858,567.26,457.55,Generic Vinyl II HD,1,568.13,457.55,0.071:0.241:0.043:0.021:0.198:0.137:0.130,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/11/14 8:10:00,2024/11/14 8:11:00,11/14/2024 8:10,2024/11/14 8:17:00,,0:07:00,,22.33,18.01,0,,18.01377953,402.3030148,0.071,0.241,0.043,0.021,0.198,0.137,0.130,0.841,0.3010268269
New Job(A),XR-640#2,Momentum oops late signs 11 14 24_MAG24_FLL_LAMI.eps,5724858,567.26,457.55,3M™ IJ180Cv3,1,567.26,469.55,,,11/14/2024 8:09,,,,,,0:00:00,,22.33,18.49,0,,18.48622047,412.8540719,,,,,,,,0,0
Print End,XR-640#2,P1_MC-IRH-SSM-MissionNight2024-Posters-PRINT_INT30_LAMI.eps,483055178,640.99,3708.04,Generic Vinyl II HD,1,682.995,3720.04,2.698:4.426:1.710:1.970:1.384:1.616:1.688,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,11/26/2024 9:05,11/26/2024 9:54,,0:49:00,,25.24,146.46,0,,146.4582677,3695.995473,2.698,4.426,1.710,1.970,1.384,1.616,1.688,15.492,0.6035851548
RIP End,XR-640#2,P1_MC-IRH-SSM-MissionNight2024-Posters-PRINT_INT30_LAMI.eps,483055178,640.99,3708.04,Generic Vinyl II HD,1,682.995,3720.04,2.698:4.426:1.710:1.970:1.384:1.616:1.688,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/11/26 9:01:00,2024/11/26 9:03:00,,,,0:00:00,,25.24,146.46,0,,146.4582677,3695.995473,2.698,4.426,1.710,1.970,1.384,1.616,1.688,15.492,0.6035851548
New Job(A),XR-640#2,P1_MC-IRH-SSM-MissionNight2024-Posters-PRINT_INT30_LAMI.eps,483055178,640.99,3708.04,3M™ IJ180Cv3,1,640.99,3720.04,,,2024/11/26 8:06:00,,,,,,0:00:00,,25.24,146.46,0,,146.4582677,3695.995473,,,,,,,,0,0
Print End,XR-640#2,P2_MC-IRH-SSM-MissionNight2024-Posters-PRINT_INT30_LAMI.eps,814953566,640.99,3708.04,Generic Vinyl II HD,1,682.995,3720.04,2.365:4.023:1.749:2.230:1.323:1.449:1.453,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/11/26 8:06:00,2024/11/26 8:09:00,11/26/2024 8:06,2024/11/26 9:00:00,,0:54:00,,25.24,146.46,0,,146.4582677,3695.995473,2.365,4.023,1.749,2.230,1.323,1.449,1.453,14.592,0.5685201768
New Job(A),XR-640#2,P2_MC-IRH-SSM-MissionNight2024-Posters-PRINT_INT30_LAMI.eps,814953566,640.99,3708.04,3M™ IJ180Cv3,1,640.99,3720.04,,,2024/11/26 8:01:00,,,,,,0:00:00,,25.24,146.46,0,,146.4582677,3695.995473,,,,,,,,0,0
New Job(A),XR-640#2,Enterprise Excuse Dust_HPW54.eps,7125634,1162.75,2178.75,3M™ IJ180Cv3,1,1162.75,2190.75,,,11/25/2024 14:50,,,,,,0:00:00,,45.78,86.25,0,,86.25,3948.314469,,,,,,,,0,0
Print End,XR-640#2,RCV Decal correction  11-4-24_INT54.eps,5866166,1215.67,4605.16,Generic Vinyl II HD,1,1273.335,4617.16,4.100:4.384:0.262:21.050:11.502:7.419:7.215,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,11/25/2024 14:29,11/25/2024 14:42,11/25/2024 14:29,11/25/2024 15:26,,0:57:00,,47.86,181.78,0,,181.7779528,8700.078891,4.100,4.384,0.262,21.050,11.502,7.419,7.215,55.932,0.9257626398
New Job(A),XR-640#2,RCV Decal correction  11-4-24_INT54.eps,5866166,1215.67,4605.16,3M™ IJ180Cv3,1,1215.67,4617.16,,,11/25/2024 14:28,,,,,,0:00:00,,47.86,181.78,0,,181.7779528,8700.078891,,,,,,,,0,0
New Job(A),XR-640#2,RCV Decal correction  11-4-24_INT54.eps,5866158,1215.67,4605.16,3M™ IJ180Cv3,1,1215.67,4617.16,,,11/25/2024 14:27,,,,,,0:00:00,,47.86,181.78,0,,181.7779528,8700.078891,,,,,,,,0,0
Print End,XR-640#2,Eclipse Logo Final NEED 2  2-6-24_HPW36_LAMI.eps,5727078,722.48,380.29,3M™ IJ180Cv3,1,810.74,392.29,0.051:0.936:0.620:0.001:0.658:0.214:0.113,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,11/25/2024 13:53,11/25/2024 13:54,11/25/2024 13:53,11/25/2024 13:59,,0:06:00,,28.44,15.44,0,,15.44448819,439.3044814,0.051,0.936,0.620,0.001,0.658,0.214,0.113,2.593,0.8499617369
New Job(A),XR-640#2,Eclipse Logo Final NEED 2  2-6-24_HPW36_LAMI.eps,5727078,722.48,380.29,3M™ IJ180Cv3,1,722.48,392.29,,,11/25/2024 13:53,,,,,,0:00:00,,28.44,15.44,0,,15.44448819,439.3044814,,,,,,,,0,0
Print End,XR-640#2,TP Logo Face 36 in 11-25-24_HPW36_LAMI.eps,5680866,894.64,894.64,3M™ IJ180Cv3,1,896.82,906.64,0.274:0.439:0.030:0.003:0.114:0.143:0.058,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,11/25/2024 13:23,11/25/2024 13:24,11/25/2024 13:23,2024/11/25 13:33:00,,0:10:00,,35.22,35.69,0,,35.69448819,1257.232949,0.274,0.439,0.030,0.003,0.114,0.143,0.058,1.061,0.1215240183
Print Canceled,XR-640#2,TP Logo Face 36 in 11-25-24_HPW36_LAMI.eps,5680866,894.64,894.64,3M™ IJ180Cv3,1,896.82,906.64,,,,2024/11/25 13:22:00,2024/11/25 13:23:00,11/25/2024 13:22,11/25/2024 13:23,,0:01:00,,35.22,35.69,0,,35.69448819,1257.232949,,,,,,,,0,0
New Job(A),XR-640#2,TP Logo Face 36 in 11-25-24_HPW36_LAMI.eps,5680866,894.64,894.64,3M™ IJ180Cv3,1,906.64,894.64,,,11/25/2024 13:18,,,,,,0:00:00,,35.22,35.22,0,,35.22204724,1240.592612,,,,,,,,0,0
Print End,XR-640#2,Bommarito PC138 us ic r Loader 10 2 23_HPW36_LAMI.eps,6040914,891.82,1148.99,3M™ IJ180Cv3,1,892.41,1160.99,0.500:1.338:1.039:2.182:1.192:0.722:0.498,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/11/25 9:44:00,2024/11/25 9:46:00,11/25/2024 9:44,2024/11/25 9:57:00,,0:13:00,,35.11,45.71,0,,45.70826772,1604.864068,0.500,1.338,1.039,2.182,1.192,0.722,0.498,7.471,0.6703521013
New Job(A),XR-640#2,Bommarito PC138 us ic r Loader 10 2 23_HPW36_LAMI.eps,6040914,891.82,1148.99,3M™ IJ180Cv3,1,1160.99,891.82,,,11/25/2024 9:38,,,,,,0:00:00,,35.11,35.11,0,,35.11102362,1232.78398,,,,,,,,0,0
Print End,XR-640#2,Nexus Door Vinyl_11.20.24_FIXED2_HPW60_LAMI.eps,5762494,655.81,1164.16,3M™ IJ180Cv3,1,676.905,1176.16,0.011:0.013:0.026:0.003:0.046:0.032:0.004,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,11/25/2024 8:35,11/25/2024 8:36,11/25/2024 8:35,11/25/2024 8:45,,0:10:00,,25.82,46.31,0,,46.30551181,1195.5755,0.011,0.013,0.026,0.003,0.046,0.032,0.004,0.135,0.0162599518
New Job(A),XR-640#2,Nexus Door Vinyl_11.20.24_FIXED2_HPW60_LAMI.eps,5762494,655.81,1164.16,3M™ IJ180Cv3,1,1176.16,655.81,,,2024/11/25 8:17:00,,,,,,0:00:00,,25.82,25.82,0,,25.81929134,666.6358052,,,,,,,,0,0
Print End,XR-640#2,St.Albans_Auto of Europe_11.20.24_FIXED2_HPW60_LAMI.eps,6223522,1421.69,494.59,3M™ IJ180Cv3,1,1436.345,506.59,0.407:0.354:0.354:1.202:0.863:0.634:0.266,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,11/22/2024 10:46,11/22/2024 10:47,11/22/2024 10:46,11/22/2024 10:55,,0:09:00,,55.97,19.94,0,,19.94448819,1116.333835,0.407,0.354,0.354,1.202,0.863,0.634,0.266,4.08,0.5262941797
New Job(A),XR-640#2,St.Albans_Auto of Europe_11.20.24_FIXED2_HPW60_LAMI.eps,6223522,1421.69,494.59,3M™ IJ180Cv3,1,1421.69,506.59,,,11/22/2024 10:46,,,,,,0:00:00,,55.97,19.94,0,,19.94448819,1116.333835,,,,,,,,0,0
Print End,XR-640#2,St.Albans_Auto of Europe_11.20.24_HPW60_LAMI.eps,6887898,1421.69,958.14,3M™ IJ180Cv3,1,1436.345,970.14,0.815:0.707:0.708:2.404:1.726:1.268:0.532,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,11/22/2024 10:16,11/22/2024 10:19,11/22/2024 10:16,11/22/2024 10:31,,0:15:00,,55.97,38.19,0,,38.19448819,2137.823697,0.815,0.707,0.708,2.404,1.726,1.268,0.532,8.16,0.5496430793
Print Canceled,XR-640#2,St.Albans_Auto of Europe_11.20.24_HPW60_LAMI.eps,6887898,1421.69,958.14,3M™ IJ180Cv3,1,1421.69,970.14,,,,2024/11/22 10:14:00,2024/11/22 10:14:00,11/22/2024 10:14,2024/11/22 10:14:00,,0:00:00,,55.97,38.19,0,,38.19448819,2137.823697,,,,,,,,0,0
New Job(A),XR-640#2,St.Albans_Auto of Europe_11.20.24_HPW60_LAMI.eps,6887898,1421.69,958.14,3M™ IJ180Cv3,1,1421.69,970.14,,,2024/11/22 10:14:00,,,,,,0:00:00,,55.97,38.19,0,,38.19448819,2137.823697,,,,,,,,0,0
Print Canceled,XR-640#2,St.Albans_Auto of Europe_11.20.24 + Nexus Door Vinyl_HPW60_LAMI.eps,7038802,1421.69,1588.91,3M™ IJ180Cv3,1,1436.345,1600.91,0.820:0.716:0.733:2.405:1.767:1.296:0.535,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,11/22/2024 9:54,11/22/2024 9:58,11/22/2024 9:54,2024/11/22 10:12:00,,0:18:00,,55.97,63.03,0,,63.02795276,3527.803549,0.820,0.716,0.733,2.405,1.767,1.296,0.535,8.272,0.3376514546
New Job(A),XR-640#2,St.Albans_Auto of Europe_11.20.24 + Nexus Door Vinyl_HPW60_LAMI.eps,7038802,1421.69,1588.91,3M™ IJ180Cv3,1,1600.91,1421.69,,,11/22/2024 9:53,,,,,,0:00:00,,55.97,55.97,0,,55.97204724,3132.870073,,,,,,,,0,0
Print End,XR-640#2,Smoke House Pre Paid Signs  11-18-2020_BAN38.eps,6382602,914.4,1574.8,Generic Banner II,1,930.2,1574.8,3.872:4.970:0.218:2.066:6.693:6.434:6.609,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,11/22/2024 8:02,11/22/2024 8:17,,0:15:00,,36.00,62.00,0,,62,2232,3.872,4.970,0.218,2.066,6.693,6.434,6.609,30.862,1.991096774
Print End,XR-640#2,Smoke House Pre Paid Signs  11-18-2020_BAN38.eps,6382602,914.4,1574.8,Generic Banner II,1,930.2,1574.8,3.872:4.970:0.218:2.066:6.693:6.434:6.609,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/11/21 16:09:00,2024/11/21 16:10:00,11/21/2024 16:09,2024/11/21 16:27:00,,0:18:00,,36.00,62.00,0,,62,2232,3.872,4.970,0.218,2.066,6.693,6.434,6.609,30.862,1.991096774
New Job(A),XR-640#2,Smoke House Pre Paid Signs  11-18-2020_BAN38.eps,6382602,914.4,1574.8,3M™ IJ180Cv3,1,1586.8,914.4,,,2024/11/21 16:00:00,,,,,,0:00:00,,36.00,36.00,0,,36,1296,,,,,,,,0,0
Print End,XR-640#2,Check Before You Step Decals need 75_INT54.eps,31705106,1314.09,1000.12,Generic Vinyl II HD,1,1323.545,1012.12,0.239:0.393:6.897:1.059:1.285:0.617:1.006,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,11/21/2024 13:41,11/21/2024 13:44,11/21/2024 13:41,2024/11/21 13:56:00,,0:15:00,,51.74,39.85,0,,39.84724409,2061.530118,0.239,0.393,6.897,1.059,1.285,0.617,1.006,11.496,0.8030074291
New Job(A),XR-640#2,Check Before You Step Decals need 75_INT54.eps,31705106,1314.09,1000.12,3M™ IJ180Cv3,1,1314.09,1012.12,,,11/21/2024 13:41,,,,,,0:00:00,,51.74,39.85,0,,39.84724409,2061.530118,,,,,,,,0,0
Print End,XR-640#2,Altech  Martin Marietta Lawnwood_Label 11 20 24_HPW60.eps,8816378,774.34,774.34,3M™ IJ180Cv3,1,1135.67,774.34,0.006:0.014:0.011:0.019:0.027:0.015:0.024,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,11/21/2024 12:04,11/21/2024 12:05,11/21/2024 12:04,11/21/2024 12:14,,0:10:00,,30.49,30.49,0,,30.48582677,929.385634,0.006,0.014,0.011,0.019,0.027,0.015,0.024,0.116,0.01797316355
New Job(A),XR-640#2,Altech  Martin Marietta Lawnwood_Label 11 20 24_HPW60.eps,8816378,774.34,774.34,3M™ IJ180Cv3,1,786.34,774.34,,,11/21/2024 12:03,,,,,,0:00:00,,30.49,30.49,0,,30.48582677,929.385634,,,,,,,,0,0
Print End,XR-640#2,JDS Masonry JLG  Equip decals 11 20 + Mo Amer Water Hazard Symbol 11 19_HPW60_LAMI.eps,9156090,1475.66,3102.32,3M™ IJ180Cv3,1,1480.33,3114.32,0.585:7.556:4.753:2.632:4.236:1.462:2.510,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/11/21 9:07:00,2024/11/21 9:16:00,11/21/2024 9:07,2024/11/21 9:51:00,,0:44:00,,58.10,122.61,0,,122.6110236,7123.314296,0.585,7.556,4.753,2.632,4.236,1.462,2.510,23.734,0.4797901451
New Job(A),XR-640#2,JDS Masonry JLG  Equip decals 11 20 + Mo Amer Water Hazard Symbol 11 19_HPW60_LAMI.eps,9156090,1475.66,3102.32,3M™ IJ180Cv3,1,1475.66,3114.32,,,2024/11/21 9:06:00,,,,,,0:00:00,,58.10,122.61,0,,122.6110236,7123.314296,,,,,,,,0,0
Print End,XR-640#2,34X110 Moving Banner 12-11-24_Back_BAN38.eps,6111986,914.75,2845.15,Generic Banner II,1,927.875,2857.15,0.432:5.249:4.340:2.426:3.128:2.346:2.152,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,12/16/2024 8:56,12/16/2024 8:57,12/16/2024 8:56,12/16/2024 9:18,,0:22:00,,36.01,112.49,0,,112.4862205,4051.053944,0.432,5.249,4.340,2.426,3.128,2.346,2.152,20.073,0.7135209849
New Job(A),XR-640#2,34X110 Moving Banner 12-11-24_Back_BAN38.eps,6111986,914.75,2845.15,3M™ IJ180Cv3,1,914.75,2857.15,,,12/16/2024 8:41,,,,,,0:00:00,,36.01,112.49,0,,112.4862205,4051.053944,,,,,,,,0,0
Print End,XR-640#2,Caplaco Thai Touch_HPW24_LAMI.eps,5649886,545.39,948.61,3M™ IJ180Cv3,1,551.695,960.61,0.082:0.486:0.388:0.519:0.436:0.212:0.332,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,12/13/2024 14:32,12/13/2024 14:33,12/13/2024 14:32,12/13/2024 14:41,,0:09:00,,21.47,37.82,0,,37.81929134,812.0576104,0.082,0.486,0.388,0.519,0.436,0.212,0.332,2.455,0.4353385714
New Job(A),XR-640#2,Caplaco Thai Touch_HPW24_LAMI.eps,5649886,545.39,948.61,3M™ IJ180Cv3,1,960.61,545.39,,,2024/12/13 14:32:00,,,,,,0:00:00,,21.47,21.47,0,,21.47204724,461.0488129,,,,,,,,0,0
Print End,XR-640#2,34X110 Moving Banner 12-11-24_BAN38.eps,6093982,914.75,2845.15,Generic Banner II,1,928.875,2857.15,0.437:5.250:4.341:2.429:3.132:2.367:2.154,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,12/13/2024 10:38,12/13/2024 10:39,12/13/2024 10:38,12/13/2024 11:03,,0:25:00,,36.01,112.49,0,,112.4862205,4051.053944,0.437,5.250,4.341,2.429,3.132,2.367,2.154,20.11,0.7148361982
New Job(A),XR-640#2,34X110 Moving Banner 12-11-24_BAN38.eps,6093982,914.75,2845.15,3M™ IJ180Cv3,1,914.75,2857.15,,,2024/12/13 10:37:00,,,,,,0:00:00,,36.01,112.49,0,,112.4862205,4051.053944,,,,,,,,0,0
Print End,XR-640#2,Mabry Tree Logo Final 12 12 24+Gershman Comm Cedars West Port Flex1 12 11 24_HPW30_LAMI.eps,17201470,710.84,475.54,3M™ IJ180Cv3,1,721.92,487.54,0.327:0.069:0.602:0.138:0.451:0.412:0.551,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,12/13/2024 8:53,12/13/2024 8:54,12/13/2024 8:53,2024/12/13 9:00:00,,0:07:00,,27.99,19.19,0,,19.19448819,537.1736214,0.327,0.069,0.602,0.138,0.451,0.412,0.551,2.55,0.6835778701
RIP Canceled,XR-640#2,Mabry Tree Logo Final 12 12 24+Gershman Comm Cedars West Port Flex1 12 11 24_HPW30_LAMI.eps,17201470,710.84,475.54,3M™ IJ180Cv3,1,710.84,487.54,,,,2024/12/13 8:53:00,2024/12/13 8:53:00,,,,0:00:00,,27.99,19.19,0,,19.19448819,537.1736214,,,,,,,,0,0
