Event,Nick Name,Job Name,Size,Page Size_X[mm],Page Size_Y[mm],Media Name,Copy,Print Area_X[mm],Print Area_Y[mm],Ink Consumption[cc],Ink Name,Input Time,RIP Start Time,RIP End Time,Print Start Time,Print End Time,Details,Total Print Time,Material Width,Width (in),Length (in),Area (in),Extra for Lead in,Actual Length area,Actual Area,Cyan:,Magenta:,Yellow:,Black:,Light Magenta:,Light Cyan:,Light Black,Sum of Ink,Ink CC sq ft
New Job(A),XR-640#2,2) McCarthy Dumpsters x 1 - SIDES  3-2-24_HPW54.eps,6753098,789.51,3098.44,3M™ IJ180Cv3,1,789.51,3110.44,,,2024/02/07 11:12:03,,,,,,0:00:00,54.00,31.08,152.46,0,30,122.4582677,3806.379014,,,,,,,,0,0
New Job(A),XR-640#2,4) McCarthy Dumpsters x 1 - SIDES  3-2-24.eps_HPW54,6284334,1168.39,2210.5,3M™ IJ180Cv3,1,1168.39,2222.5,,,2024/02/07 11:12:03,,,,,,0:00:00,54.00,46.00,117.50,0,30,87.5,4024.965551,,,,,,,,0,0
New Job(A),XR-640#2,3) McCarthy Dumpsters x 1 - SIDES  3-2-24.eps_HPW54,6817822,1196.97,3687.93,3M™ IJ180Cv3,1,1196.97,3699.93,,,2024/02/07 11:09:05,,,,,,0:00:00,54.00,47.12,175.67,0,30,145.6665354,6864.506808,,,,,,,,0,0
Print Canceled,XR-640#2,1) McCarthy Dumpsters x 6 - SIDES  3-2-24_HPW54.eps,6293426,996.59,3656.18,3M™ IJ180Cv3,1,1151.795,3668.18,,,,,,2/7/2024,2024/02/07 11:20:00,,0:23:56,54.00,39.24,174.42,0,30,144.4165354,5666.302167,,,,,,,,0,0
Print End,XR-640#2,1) McCarthy Dumpsters x 6 - SIDES  3-2-24_HPW54.eps,6293426,996.59,3656.18,3M™ IJ180Cv3,1,1151.795,3668.18,0.001:22.647:11.478:0.001:5.739:0.134:0.822,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2/7/2024,2024/02/07 10:54:01,,0:40:59,54.00,39.24,174.42,9418.492913,30,144.4165354,5666.302167,0.001,22.647,11.478,0.001,5.739,0.134,0.822,40.822,1.03742579
Print Canceled,XR-640#2,1) McCarthy Dumpsters x 6 - SIDES  3-2-24_HPW54.eps,6293426,996.59,3656.18,3M™ IJ180Cv3,1,1151.795,3668.18,,,,,,2/7/2024,2024/02/07 10:11:03,,0:05:58,54.00,39.24,174.42,0,30,144.4165354,5666.302167,,,,,,,,0,0
Print End,XR-640#2,1) McCarthy Dumpsters x 6 - SIDES  3-2-24_HPW54.eps,6293426,996.59,3656.18,3M™ IJ180Cv3,1,1151.795,3668.18,0.001:22.647:11.478:0.001:5.739:0.134:0.822,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2/7/2024,2024/02/07 9:54:04,,0:38:01,54.00,39.24,174.42,9418.492913,30,144.4165354,5666.302167,0.001,22.647,11.478,0.001,5.739,0.134,0.822,40.822,1.03742579
Print End,XR-640#2,1) McCarthy Dumpsters x 6 - SIDES  3-2-24_HPW54.eps,6293426,996.59,3656.18,3M™ IJ180Cv3,1,1151.795,3668.18,0.001:22.647:11.478:0.001:5.739:0.134:0.822,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/02/07 8:23:03,2024/02/07 8:31:01,2/7/2024,2024/02/07 9:09:03,,0:46:00,54.00,39.24,174.42,9418.492913,30,144.4165354,5666.302167,0.001,22.647,11.478,0.001,5.739,0.134,0.822,40.822,1.03742579
New Job(A),XR-640#2,1) McCarthy Dumpsters x 6 - SIDES  3-2-24_HPW54.eps,6293426,996.59,3656.18,3M™ IJ180Cv3,1,996.59,3668.18,,,2024/02/07 8:20:02,,,,,,0:00:00,,39.24,144.42,0,,144.4165354,5666.302167,,,,,,,,0,0
Print End,XR-640#2,JE Foster Ford #30 & 31 2 5 24 [Recovered].eps,10902370,1053.04,950.73,3M™ IJ180Cv3,1,1180.02,962.73,0.440:1.190:0.742:0.085:1.268:0.784:0.123,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/02/06 14:30:05,2024/02/06 14:33:00,2/6/2024,2024/02/06 14:45:01,,0:14:56,,41.46,37.90,0,,37.90275591,1571.382602,0.440,1.190,0.742,0.085,1.268,0.784,0.123,4.632,0.4244720537
New Job(A),XR-640#2,JE Foster Ford #30 & 31 2 5 24 [Recovered].eps,10902370,1053.04,950.73,3M™ IJ180Cv3,1,1053.04,962.73,,,2024/02/06 14:30:00,,,,,,0:00:00,,41.46,37.90,0,,37.90275591,1571.382602,,,,,,,,0,0
Print End,XR-640#2,Table Top Retractable Banner 15.5x31.5  2-2-24.eps,149090626,787.75,903.11,Generic Paper,1,827.375,903.11,0.290:0.722:0.392:0.472:0.434:0.332:0.304,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/02/06 13:52:00,2024/02/06 13:52:03,2/6/2024,2024/02/06 13:59:05,,0:07:05,,31.01,35.56,0,,35.55551181,1102.710804,0.290,0.722,0.392,0.472,0.434,0.332,0.304,2.946,0.3847101147
New Job(A),XR-640#2,Table Top Retractable Banner 15.5x31.5  2-2-24.eps,149090626,787.75,903.11,3M™ IJ180Cv3,1,915.11,787.75,,,2024/02/06 13:50:03,,,,,,0:00:00,,31.01,31.01,0,,31.01377953,961.8545206,,,,,,,,0,0
Print End,XR-640#2,qty 51 - CLAYCO Hard hat sticker grounding colors PRINT 2.5x3.5  Need  1500   2-5-24.eps,742109750,1078.79,4888.79,Generic Vinyl II HD,1,1211.395,4900.79,0.656:2.093:7.125:1.038:3.470:2.140:1.900,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2/6/2024,2024/02/06 13:18:03,,0:52:01,,42.47,192.94,0,,192.9444882,8194.747418,0.656,2.093,7.125,1.038,3.470,2.140,1.900,18.422,0.3237156516
Print End,XR-640#2,qty 51 - CLAYCO Hard hat sticker grounding colors PRINT 2.5x3.5  Need  1500   2-5-24.eps,742109750,1078.79,4888.79,Generic Vinyl II HD,1,1211.395,4900.79,0.656:2.093:7.125:1.038:3.470:2.140:1.900,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/02/06 11:02:01,2024/02/06 11:14:00,2/6/2024,2024/02/06 12:04:01,,1:02:00,,42.47,192.94,0,,192.9444882,8194.747418,0.656,2.093,7.125,1.038,3.470,2.140,1.900,18.422,0.3237156516
New Job(A),XR-640#2,qty 51 - CLAYCO Hard hat sticker grounding colors PRINT 2.5x3.5  Need  1500   2-5-24.eps,742109750,1078.79,4888.79,3M™ IJ180Cv3,1,1078.79,4900.79,,,2024/02/06 10:57:03,,,,,,0:00:00,,42.47,192.94,0,,192.9444882,8194.747418,,,,,,,,0,0
RIP End,XR-640#2,qty 51 - CLAYCO Hard hat sticker grounding colors PRINT 2.5x3.5  Need  1500   2-5-24.eps,742182886,1078.79,4888.79,Generic Vinyl II HD,1,1211.395,4900.79,0.657:2.328:7.109:1.038:3.510:2.138:1.897,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/02/06 9:42:01,2024/02/06 9:58:01,,,,0:00:00,,42.47,192.94,0,,192.9444882,8194.747418,0.657,2.328,7.109,1.038,3.510,2.138,1.897,18.677,0.3281965707
Print End,XR-640#2,Final Logo Need 2 2-5-24.eps,22638722,931.33,636.76,Generic Vinyl II HD,1,677.88,931.33,0.094:1.595:1.215:0.817:0.318:0.278:0.395,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2/6/2024,2024/02/06 9:18:02,,0:16:02,,36.67,36.67,0,,36.66653543,1344.434821,0.094,1.595,1.215,0.817,0.318,0.278,0.395,4.712,0.5046938606
RIP End,XR-640#2,Final Logo Need 2 2-5-24.eps,22638722,931.33,636.76,Generic Vinyl II HD,1,677.88,931.33,0.094:1.595:1.215:0.817:0.318:0.278:0.395,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/02/06 8:59:04,2024/02/06 9:00:02,,,,0:00:00,,36.67,36.67,0,,36.66653543,1344.434821,0.094,1.595,1.215,0.817,0.318,0.278,0.395,4.712,0.5046938606
New Job(A),XR-640#2,Final Logo Need 2 2-5-24.eps,22638722,931.33,636.76,3M™ IJ180Cv3,1,931.33,648.76,,,2024/02/06 8:59:01,,,,,,0:00:00,,36.67,25.54,0,,25.54173228,936.5268318,,,,,,,,0,0
New Job(A),XR-640#2,Final Logo Need 2 2-5-24.eps,22645370,931.33,636.76,3M™ IJ180Cv3,1,931.33,648.76,,,2024/02/06 8:47:04,,,,,,0:00:00,,36.67,25.54,0,,25.54173228,936.5268318,,,,,,,,0,0
New Job(A),XR-640#2,qty 51 - CLAYCO Hard hat sticker grounding colors PRINT 2.5x3.5  Need  1500   2-5-24.eps,742182886,1078.79,4888.79,3M™ IJ180Cv3,1,1078.79,4900.79,,,2024/02/06 8:29:05,,,,,,0:00:00,,42.47,192.94,0,,192.9444882,8194.747418,,,,,,,,0,0
Print End,XR-640#2,Cynergy Inspection 2024 2''x4'' Decals Need 25  2-5-24.eps,9539174,820.91,381.35,3M™ IJ180Cv3,1,820.91,393.35,0.048:0.091:0.178:0.001:0.205:0.063:0.019,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/02/05 16:24:03,2024/02/05 16:25:01,2/5/2024,2024/02/05 16:31:03,,0:07:00,,32.32,15.49,0,,15.48622047,500.5036712,0.048,0.091,0.178,0.001,0.205,0.063,0.019,0.605,0.1740646573
New Job(A),XR-640#2,Cynergy Inspection 2024 2''x4'' Decals Need 25  2-5-24.eps,9539174,820.91,381.35,3M™ IJ180Cv3,1,820.91,393.35,,,2024/02/05 16:24:03,,,,,,0:00:00,,32.32,15.49,0,,15.48622047,500.5036712,,,,,,,,0,0
Print Canceled,XR-640#2,Cynergy Inspection 2024 2''x4'' Decals Need 25  2-5-24.eps,9560414,820.91,381.35,3M™ IJ180Cv3,1,853.455,393.35,,,,2024/02/05 16:23:04,2024/02/05 16:24:01,2/5/2024,2024/02/05 16:24:01,,0:00:57,,32.32,15.49,0,,15.48622047,500.5036712,,,,,,,,0,0
New Job(A),XR-640#2,Cynergy Inspection 2024 2''x4'' Decals Need 25  2-5-24.eps,9560414,820.91,381.35,3M™ IJ180Cv3,1,820.91,393.35,,,2024/02/05 16:23:02,,,,,,0:00:00,,32.32,15.49,0,,15.48622047,500.5036712,,,,,,,,0,0
Print End,XR-640#2,CORE Decals Final for Doors 2-5-24.eps,7842282,640.99,720.37,3M™ IJ180Cv3,1,809.185,640.99,0.055:0.177:0.297:0.092:0.280:0.158:0.250,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/02/05 14:46:02,2024/02/05 14:47:02,2/5/2024,2024/02/05 14:55:03,,0:09:01,,25.24,25.24,0,,25.23582677,636.8469528,0.055,0.177,0.297,0.092,0.280,0.158,0.250,1.309,0.2959832015
New Job(A),XR-640#2,CORE Decals Final for Doors 2-5-24.eps,7842282,640.99,720.37,3M™ IJ180Cv3,1,732.37,640.99,,,2024/02/05 14:45:05,,,,,,0:00:00,,25.24,25.24,0,,25.23582677,636.8469528,,,,,,,,0,0
Print End,XR-640#2,Elevation Church Easter Overlay 3 2 24.eps,3688386,985.3,154.86,Generic Vinyl II HD,1,1127.15,166.86,0.000:0.375:0.277:0.015:0.109:0.001:0.138,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2/5/2024,2024/02/05 13:14:01,,0:04:57,,38.79,6.57,0,,6.569291339,254.8316046,0.000,0.375,0.277,0.015,0.109,0.001,0.138,0.915,0.5170473271
Print Canceled,XR-640#2,Elevation Church Easter Overlay 3 2 24.eps,3688386,985.3,154.86,Generic Vinyl II HD,1,1127.15,166.86,,,,,,2/5/2024,2024/02/05 13:08:00,,0:01:55,,38.79,6.57,0,,6.569291339,254.8316046,,,,,,,,0,0
RIP End,XR-640#2,Elevation Church Easter Overlay 3 2 24.eps,3688386,985.3,154.86,Generic Vinyl II HD,1,1127.15,166.86,0.000:0.375:0.277:0.015:0.109:0.001:0.138,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/02/05 13:04:03,2024/02/05 13:04:05,,,,0:00:00,,38.79,6.57,0,,6.569291339,254.8316046,0.000,0.375,0.277,0.015,0.109,0.001,0.138,0.915,0.5170473271
New Job(A),XR-640#2,Elevation Church Easter Overlay 3 2 24.eps,3688386,985.3,154.86,3M™ IJ180Cv3,1,985.3,166.86,,,2024/02/05 13:03:03,,,,,,0:00:00,,38.79,6.57,0,,6.569291339,254.8316046,,,,,,,,0,0
New Job(A),XR-640#2,Elevation Church Easter Overlay 3 2 24.eps,3688614,985.3,154.86,3M™ IJ180Cv3,1,985.3,166.86,,,2024/02/05 13:02:04,,,,,,0:00:00,,38.79,6.57,0,,6.569291339,254.8316046,,,,,,,,0,0
Print End,XR-640#2,All Panels for UHSP NEW 6 2-2-24.eps,71452226,928.86,2811.63,3M™ IJ180Cv3,1,1090.43,2823.63,0.453:0.671:0.543:0.091:1.317:1.075:0.368,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/02/05 11:00:05,2024/02/05 11:07:02,2/5/2024,2024/02/05 11:37:03,,0:36:58,,36.57,111.17,0,,111.1665354,4065.281421,0.453,0.671,0.543,0.091,1.317,1.075,0.368,4.518,0.1600361531
Print Canceled,XR-640#2,All Panels for UHSP NEW 6 2-2-24.eps,71452226,928.86,2811.63,3M™ IJ180Cv3,1,1090.43,2823.63,,,,2024/02/05 10:52:04,2024/02/05 11:00:03,2/5/2024,2024/02/05 11:00:03,,0:07:59,,36.57,111.17,0,,111.1665354,4065.281421,,,,,,,,0,0
New Job(A),XR-640#2,All Panels for UHSP NEW 6 2-2-24.eps,71452226,928.86,2811.63,3M™ IJ180Cv3,1,928.86,2823.63,,,2024/02/05 10:45:04,,,,,,0:00:00,,36.57,111.17,0,,111.1665354,4065.281421,,,,,,,,0,0
Print Canceled,XR-640#2,All Panels for UHSP NEW 6 2-2-24.eps,71299698,899.58,2796.46,3M™ IJ180Cv3,1,899.79,2808.46,0.453:0.780:0.550:0.091:1.338:1.072:0.368,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/02/05 10:15:05,2024/02/05 10:22:01,2/5/2024,2024/02/05 10:29:00,,0:13:55,,35.42,110.57,0,,110.5692913,3915.981225,0.453,0.780,0.550,0.091,1.338,1.072,0.368,4.652,0.1710651716
New Job(A),XR-640#2,All Panels for UHSP NEW 6 2-2-24.eps,71299698,899.58,2796.46,3M™ IJ180Cv3,1,899.58,2808.46,,,2024/02/05 10:13:02,,,,,,0:00:00,,35.42,110.57,0,,110.5692913,3915.981225,,,,,,,,0,0
Print End,XR-640#2,Safety Committee CYS17 Need 50 and Hankook Need 100  2-2-24.eps,20224778,751.06,1154.64,3M™ IJ180Cv3,1,817.03,1166.64,0.187:0.707:1.369:0.160:1.148:0.593:0.563,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/02/05 9:09:02,2024/02/05 9:11:02,2/5/2024,2024/02/05 9:23:03,,0:14:01,,29.57,45.93,0,,45.93070866,1358.138506,0.187,0.707,1.369,0.160,1.148,0.593,0.563,4.727,0.5011918866
New Job(A),XR-640#2,Safety Committee CYS17 Need 50 and Hankook Need 100  2-2-24.eps,20224778,751.06,1154.64,3M™ IJ180Cv3,1,1166.64,751.06,,,2024/02/05 9:04:05,,,,,,0:00:00,,29.57,29.57,0,,29.56929134,874.3429903,,,,,,,,0,0
Print Canceled,XR-640#2,Safety Committee CYS17 Need 50 and Hankook Need 100  2-2-24.eps,18496090,751.06,1119.01,3M™ IJ180Cv3,1,817.03,1131.01,0.165:0.623:1.208:0.143:1.013:0.522:0.496,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/02/05 8:53:04,2024/02/05 8:56:03,2/5/2024,2024/02/05 8:57:01,,0:03:57,,29.57,44.53,0,,44.52795276,1316.660008,0.165,0.623,1.208,0.143,1.013,0.522,0.496,4.17,0.456063066
New Job(A),XR-640#2,Safety Committee CYS17 Need 50 and Hankook Need 100  2-2-24.eps,18496090,751.06,1119.01,3M™ IJ180Cv3,1,1131.01,751.06,,,2024/02/05 8:41:04,,,,,,0:00:00,,29.57,29.57,0,,29.56929134,874.3429903,,,,,,,,0,0
Print End,XR-640#2,JE Foster UPDATED 12 inch circle logo 3 1 24 copy.eps,6904626,663.57,990.95,3M™ IJ180Cv3,1,698.285,1002.95,0.168:0.319:0.219:0.498:0.669:0.400:0.559,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2/5/2024,2024/02/05 8:29:04,,0:09:59,,26.12,39.49,0,,39.48622047,1031.569737,0.168,0.319,0.219,0.498,0.669,0.400,0.559,2.832,0.3953276113
RIP End,XR-640#2,JE Foster UPDATED 12 inch circle logo 3 1 24 copy.eps,6904626,663.57,990.95,3M™ IJ180Cv3,1,698.285,1002.95,0.168:0.319:0.219:0.498:0.669:0.400:0.559,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/02/05 8:12:01,2024/02/05 8:14:01,,,,0:00:00,,26.12,39.49,0,,39.48622047,1031.569737,0.168,0.319,0.219,0.498,0.669,0.400,0.559,2.832,0.3953276113
New Job(A),XR-640#2,JE Foster UPDATED 12 inch circle logo 3 1 24 copy.eps,6904626,663.57,990.95,3M™ IJ180Cv3,1,1002.95,663.57,,,2024/02/05 8:11:04,,,,,,0:00:00,,26.12,26.12,0,,26.12480315,682.5053396,,,,,,,,0,0
Print End,XR-640#2,Clarkson Square 39.5x204 2-1-24.eps,6285278,5232.75,1054.45,Generic Banner II,1,1185.725,5232.76,2.094:9.313:4.040:0.109:5.553:4.561:2.290,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2/2/2024,2024/02/02 15:54:05,,0:50:03,,206.01,206.01,0,,206.0141732,42441.75846,2.094,9.313,4.040,0.109,5.553,4.561,2.290,27.96,0.09486506087
Print End,XR-640#2,Fenton Crossing  42x174  2-1-24.eps,6359414,4470.75,1117.95,Generic Banner II,1,1195.475,4470.75,2.235:8.517:3.128:0.118:5.694:4.919:2.489,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2/2/2024,2024/02/02 14:26:03,,0:43:00,,176.01,176.01,0,,176.0137795,30980.85058,2.235,8.517,3.128,0.118,5.694,4.919,2.489,27.1,0.1259616804
RIP End,XR-640#2,Fenton Crossing  42x174  2-1-24.eps,6359414,4470.75,1117.95,Generic Banner II,1,1195.475,4470.75,2.235:8.517:3.128:0.118:5.694:4.919:2.489,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/02/02 13:00:02,2024/02/02 13:01:04,,,,0:00:00,,176.01,176.01,0,,176.0137795,30980.85058,2.235,8.517,3.128,0.118,5.694,4.919,2.489,27.1,0.1259616804
RIP End,XR-640#2,Clarkson Square 39.5x204 2-1-24.eps,6285278,5232.75,1054.45,Generic Banner II,1,1163.725,5232.76,2.094:9.313:4.040:0.109:5.553:4.561:2.290,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/02/02 12:58:05,2024/02/02 13:00:02,,,,0:00:00,,206.01,206.01,0,,206.0141732,42441.75846,2.094,9.313,4.040,0.109,5.553,4.561,2.290,27.96,0.09486506087
Print End,XR-640#2,79 Crossing 40x150 2-1-24.eps,6451270,3861.15,1067.15,Generic Banner II,1,1170.075,3861.16,1.809:6.877:2.518:0.096:4.606:3.982:2.015,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/02/02 12:57:03,2024/02/02 12:58:05,2/2/2024,2024/02/02 13:37:05,,0:40:02,,152.01,152.01,0,,152.0141732,23108.24901,1.809,6.877,2.518,0.096,4.606,3.982,2.015,21.903,0.1364894414
Print End,XR-640#2,Deer Creek 36x276 2-1-24.eps,6577018,7061.2,914.4,Generic Banner II,1,916.7,7061.21,2.461:11.857:5.498:0.127:6.643:5.305:2.643,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2/2/2024,2024/02/02 12:32:01,,0:55:01,,278.00,278.00,0,,278.0003937,77284.10945,2.461,11.857,5.498,0.127,6.643,5.305,2.643,34.534,0.06434564667
New Job(A),XR-640#2,Fenton Crossing  42x174  2-1-24.eps,6359414,4470.75,1117.95,3M™ IJ180Cv3,1,1129.95,4470.75,,,2024/02/02 10:51:03,,,,,,0:00:00,,176.01,176.01,0,,176.0137795,30980.85058,,,,,,,,0,0
New Job(A),XR-640#2,Clarkson Square 39.5x204 2-1-24.eps,6285278,5232.75,1054.45,3M™ IJ180Cv3,1,1066.45,5232.75,,,2024/02/02 10:51:03,,,,,,0:00:00,,206.01,206.01,0,,206.0137795,42441.67736,,,,,,,,0,0
New Job(A),XR-640#2,79 Crossing 40x150 2-1-24.eps,6451270,3861.15,1067.15,3M™ IJ180Cv3,1,1079.15,3861.15,,,2024/02/02 10:51:02,,,,,,0:00:00,,152.01,152.01,0,,152.0137795,23108.18917,,,,,,,,0,0
Print Error,XR-640#2,Deer Creek 36x276 2-1-24.eps,6577018,7061.2,914.4,Generic Banner II,1,932.7,7061.2,2.461:11.857:5.498:0.127:6.643:5.305:2.643,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/02/02 10:30:00,2024/02/02 10:31:05,2/2/2024,2024/02/02 11:27:05,Print Error : Unknown error.,0:57:05,,278.00,278.00,0,,278,77284,2.461,11.857,5.498,0.127,6.643,5.305,2.643,34.534,0.0643457378
New Job(A),XR-640#2,Deer Creek 36x276 2-1-24.eps,6577018,7061.2,914.4,3M™ IJ180Cv3,1,926.4,7061.2,,,2024/02/02 10:28:00,,,,,,0:00:00,,278.00,278.00,0,,278,77284,,,,,,,,0,0
Print End,XR-640#2,Lemay Ferry 32x216 2-1-24.eps,6147754,5537.55,863.95,Generic Banner II,1,907.475,5537.55,1.773:8.078:3.576:0.092:4.720:3.846:1.926,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/02/02 9:36:03,2024/02/02 9:37:05,2/2/2024,2024/02/02 10:21:02,,0:44:59,,218.01,218.01,0,,218.0137795,47530.00806,1.773,8.078,3.576,0.092,4.720,3.846,1.926,24.011,0.07274528536
New Job(A),XR-640#2,Lemay Ferry 32x216 2-1-24.eps,6147754,5537.55,863.95,3M™ IJ180Cv3,1,875.95,5537.55,,,2024/02/02 9:25:01,,,,,,0:00:00,,218.01,218.01,0,,218.0137795,47530.00806,,,,,,,,0,0
Print End,XR-640#2,Spill kit decals 1-31-24 Need 6.eps,6728126,806.8,640.64,3M™ IJ180Cv3,1,844.4,652.64,0.000:2.570:1.475:0.001:0.651:0.006:0.028,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2/2/2024,2024/02/02 8:54:01,,0:07:59,,31.76,25.69,0,,25.69448819,816.1540579,0.000,2.570,1.475,0.001,0.651,0.006,0.028,4.731,0.8347247599
Print Canceled,XR-640#2,Spill kit decals 1-31-24 Need 6.eps,6728126,806.8,640.64,3M™ IJ180Cv3,1,806.8,652.64,0.000:2.570:1.475:0.001:0.651:0.006:0.028,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/02/02 8:40:01,2024/02/02 8:41:02,2/2/2024,2024/02/02 8:42:05,,0:02:04,,31.76,25.69,0,,25.69448819,816.1540579,0.000,2.570,1.475,0.001,0.651,0.006,0.028,4.731,0.8347247599
New Job(A),XR-640#2,Spill kit decals 1-31-24 Need 6.eps,6728126,806.8,640.64,3M™ IJ180Cv3,1,806.8,652.64,,,2024/02/02 8:39:00,,,,,,0:00:00,,31.76,25.69,0,,25.69448819,816.1540579,,,,,,,,0,0
Print End,XR-640#2,Sorelle Window Print.eps,6429426,1187.8,1248.12,3M™ IJ180Cv3,1,1280.555,1187.8,0.152:0.283:0.180:0.549:0.597:0.355:0.602,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/02/01 16:30:03,2024/02/01 16:33:01,2/1/2024,2024/02/01 16:47:03,,0:17:00,,46.76,46.76,0,,46.76377953,2186.851076,0.152,0.283,0.180,0.549,0.597,0.355,0.602,2.718,0.1789751503
New Job(A),XR-640#2,Sorelle Window Print.eps,6429426,1187.8,1248.12,3M™ IJ180Cv3,1,1260.11,1187.8,,,2024/02/01 16:09:03,,,,,,0:00:00,,46.76,46.76,0,,46.76377953,2186.851076,,,,,,,,0,0
Print End,XR-640#2,Best Love & Care Window Perf Services.eps,6433374,965.2,2254.25,Generic Vinyl II HD,1,1133.6,2266.25,2.819:2.130:0.515:11.441:7.315:4.956:6.633,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2/1/2024,2024/02/01 16:13:02,,0:33:59,,38.00,89.22,0,,89.22244094,3390.452756,2.819,2.130,0.515,11.441,7.315,4.956,6.633,35.809,1.520887141
Print Error,XR-640#2,Best Love & Care Window Perf Services.eps,6433374,965.2,2254.25,Generic Vinyl II HD,1,1133.6,2266.25,2.819:2.130:0.515:11.441:7.315:4.956:6.633,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/02/01 15:30:00,2024/02/01 15:35:04,2/1/2024,2024/02/01 15:36:04,Print Error : Unknown error.,0:06:04,,38.00,89.22,0,,89.22244094,3390.452756,2.819,2.130,0.515,11.441,7.315,4.956,6.633,35.809,1.520887141
New Job(A),XR-640#2,Best Love & Care Window Perf Services.eps,6433374,965.2,2254.25,3M™ IJ180Cv3,1,965.2,2266.25,,,2024/02/01 15:27:03,,,,,,0:00:00,,38.00,89.22,0,,89.22244094,3390.452756,,,,,,,,0,0
Print End,XR-640#2,Menu Side Decal Overlay 2-1-24.eps,3462358,568.67,232.48,3M™ IJ180Cv3,1,639.33,244.48,0.025:0.046:0.030:0.091:0.098:0.058:0.099,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/02/01 14:31:05,2024/02/01 14:32:02,2/1/2024,2024/02/01 14:37:01,,0:05:56,,22.39,9.63,0,,9.62519685,215.4945155,0.025,0.046,0.030,0.091,0.098,0.058,0.099,0.447,0.2986990173
Print Canceled,XR-640#2,JE Foster 12 inch circle logo 3 1 24.eps,7198758,663.57,1317.27,3M™ IJ180Cv3,1,686.785,1329.27,0.224:0.426:0.292:0.664:0.893:0.533:0.746,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/02/01 14:01:05,2024/02/01 14:03:04,2/1/2024,2024/02/01 14:16:04,,0:14:59,,26.12,52.33,0,,52.33346457,1367.20146,0.224,0.426,0.292,0.664,0.893,0.533,0.746,3.778,0.3979164856
New Job(A),XR-640#2,JE Foster 12 inch circle logo 3 1 24.eps,7198758,663.57,1317.27,3M™ IJ180Cv3,1,1329.27,663.57,,,2024/02/01 13:50:02,,,,,,0:00:00,,26.12,26.12,0,,26.12480315,682.5053396,,,,,,,,0,0
New Job(A),XR-640#2,Menu Side Decal Overlay 2-1-24.eps,3462358,568.67,232.48,3M™ IJ180Cv3,1,568.66,244.48,,,2024/02/01 13:49:01,,,,,,0:00:00,,22.39,9.63,0,,9.62519685,215.4945155,,,,,,,,0,0
