,Company_(Maker-if known),Specific Bean Origin_or Bar Name,REF,Review_Date,Cocoa_Percent,Company_Location,Rating,Broad Bean_Origin,Company Latitude,Company Logitude,Company_Location_Count,Location Rarity Classification,Cocoa Amount Group,Bean Origin Longitude,Bean Origin Latitude,Bean_Origin_Count,Bean_Origin_Category
809,Hummingbird,Bolivia,1307,2014,0.7,Canada,3.0,Bolivia,56.13,-106.35,117,somewhat rare,Average Amount,-63.5887,-16.2902,12,Somewhat Common
810,Hummingbird,"Bolivia, Bo-nib-ia, w/ nibs",1311,2014,0.7,Canada,3.0,Bolivia,56.13,-106.35,117,somewhat rare,Average Amount,-63.5887,-16.2902,1,Extra Rare
811,Hummingbird,Momotombo,1311,2014,0.7,Canada,3.0,Nicaragua,56.13,-106.35,117,somewhat rare,Average Amount,-85.2072,12.8654,2,Rare
812,Hummingbird,Hispaniola,1311,2014,0.7,Canada,3.75,Dominican Republic,56.13,-106.35,117,somewhat rare,Average Amount,-70.1627,18.7357,7,Somewhat Rare
813,Hummingbird,Zorzal Reserva w/ Charles Kerchner,1387,2014,0.7,Canada,3.5,Dominican Republic,56.13,-106.35,117,somewhat rare,Average Amount,-70.1627,18.7357,1,Extra Rare
814,Hummingbird,"Ocumare, Cumboto",1097,2013,0.7,Canada,3.25,Venezuela,56.13,-106.35,117,somewhat rare,Average Amount,-66.5897,6.4238,1,Extra Rare
815,Hummingbird,Amazonas,1097,2013,0.7,Canada,3.75,Venezuela,56.13,-106.35,117,somewhat rare,Average Amount,-66.5897,6.4238,4,Somewhat Rare
816,Idilio (Felchlin),"Chuao, Venezuela",1085,2013,0.72,Switzerland,3.75,Venezuela,46.82,8.23,35,rare,Average Amount,-66.5897,6.4238,1,Extra Rare
817,Idilio (Felchlin),Coopertiva Amazona,725,2011,0.72,Switzerland,3.75,Venezuela,46.82,8.23,35,rare,Average Amount,-66.5897,6.4238,1,Extra Rare
818,Idilio (Felchlin),"Sur del Lago, Amiari Meridena, Zulia, 48hr c.",725,2011,0.72,Switzerland,3.75,Venezuela,46.82,8.23,35,rare,Average Amount,-66.5897,6.4238,1,Extra Rare
819,Idilio (Felchlin),"Choroni, Finca Torres, 48hr c.",729,2011,0.72,Switzerland,3.25,Venezuela,46.82,8.23,35,rare,Average Amount,-66.5897,6.4238,1,Extra Rare
820,Idilio (Felchlin),"Ocumare, H. Cata, 48hr c.",733,2011,0.72,Switzerland,3.75,Venezuela,46.82,8.23,35,rare,Average Amount,-66.5897,6.4238,1,Extra Rare
821,Idilio (Felchlin),"Porcelana, Zulia",733,2011,0.74,Switzerland,4.0,Venezuela,46.82,8.23,35,rare,Average Amount,-66.5897,6.4238,1,Extra Rare
822,Idilio (Felchlin),"Ocumare, H. Cata, w/ nibs",737,2011,0.72,Switzerland,3.5,Venezuela,46.82,8.23,35,rare,Average Amount,-66.5897,6.4238,1,Extra Rare
823,Idilio (Felchlin),"Carenero Superior, Urrutia, Barlovento",737,2011,0.7,Switzerland,4.0,Venezuela,46.82,8.23,35,rare,Average Amount,-66.5897,6.4238,1,Extra Rare
824,Idilio (Felchlin),Coopertiva Amazona w/ nibs,737,2011,0.72,Switzerland,4.0,Venezuela,46.82,8.23,35,rare,Average Amount,-66.5897,6.4238,1,Extra Rare
825,Idilio (Felchlin),"Sur del Lago, Amiari Meridena, Zulia, w/ nibs",737,2011,0.72,Switzerland,4.0,Venezuela,46.82,8.23,35,rare,Average Amount,-66.5897,6.4238,1,Extra Rare
826,Indah,India (south),1788,2016,0.61,India,2.5,India,20.59,78.96,1,extra rare,Light Amount,82.5,20.0,1,Extra Rare
827,Indaphoria,La Red,821,2012,0.7,U.S.A.,3.25,Dominican Republic,37.09,-95.71,738,most common,Average Amount,-70.1627,18.7357,11,Somewhat Common
828,Indaphoria,"Conacado, Manifesto",907,2012,0.7,U.S.A.,2.75,Dominican Republic,37.09,-95.71,738,most common,Average Amount,-70.1627,18.7357,1,Extra Rare
829,Indi,Honduras,1255,2014,0.77,U.S.A.,3.0,Honduras,37.09,-95.71,738,most common,Average Amount,-86.2419,15.2,4,Somewhat Rare
830,iQ Chocolate,"Satipo region, white label",943,2012,0.72,Scotland,2.75,Peru,56.49,-4.2,10,extra rare,Average Amount,-75.0152,-9.189967,1,Extra Rare
831,iQ Chocolate,black label,943,2012,0.72,Scotland,3.0,Peru,56.49,-4.2,10,extra rare,Average Amount,-75.0152,-9.189967,1,Extra Rare
832,Isidro,Madagascar,1275,2014,0.72,U.S.A.,3.5,Madagascar,37.09,-95.71,738,most common,Average Amount,46.8691,-18.7669,56,Common
833,Isidro,Peru,1279,2014,0.72,U.S.A.,2.25,Peru,37.09,-95.71,738,most common,Average Amount,-75.0152,-9.189967,45,Common
834,Isidro,Belize,1279,2014,0.72,U.S.A.,3.25,Belize,37.09,-95.71,738,most common,Average Amount,-88.4977,17.1899,13,Somewhat Common
835,Isidro,Dominican Republic,1279,2014,0.72,U.S.A.,3.25,Dominican Republic,37.09,-95.71,738,most common,Average Amount,-70.1627,18.7357,37,Common
836,Izard,"Maya Mountain, Toledo, Batch 29",1542,2015,0.7,U.S.A.,3.5,Belize,37.09,-95.71,738,most common,Average Amount,-88.4977,17.1899,1,Extra Rare
837,Izard,"Elvesia P., Batch 32",1546,2015,0.7,U.S.A.,2.75,Dominican Republic,37.09,-95.71,738,most common,Average Amount,-70.1627,18.7357,1,Extra Rare
838,Jacque Torres,Trinatario Treasure,5,2006,0.71,U.S.A.,2.0,Ghana,37.09,-95.71,738,most common,Average Amount,-1.0232,7.9465,1,Extra Rare
839,Jordis,Madagascar,1534,2015,0.63,Czech Republic,2.75,Madagascar,49.81,15.47,1,extra rare,Light Amount,46.8691,-18.7669,56,Common
840,Just Good Chocolate,Belize,1375,2014,0.7,U.S.A.,3.5,Belize,37.09,-95.71,738,most common,Average Amount,-88.4977,17.1899,13,Somewhat Common
841,Just Good Chocolate,Madagascar,1375,2014,0.7,U.S.A.,3.5,Madagascar,37.09,-95.71,738,most common,Average Amount,46.8691,-18.7669,56,Common
842,Just Good Chocolate,Peru,1375,2014,0.7,U.S.A.,4.0,Peru,37.09,-95.71,738,most common,Average Amount,-75.0152,-9.189967,45,Common
843,Kakao,Peru,837,2012,0.64,Germany,2.5,Peru,51.17,10.45,35,rare,Light Amount,-75.0152,-9.189967,45,Common
844,Kakao,Vanuatu,387,2009,0.65,Germany,3.75,Vanuatu,51.17,10.45,35,rare,Average Amount,166.9592,-15.3767,3,Somewhat Rare
845,Kallari (Ecuatoriana),Sisa 36hr/ W. F. blend prototype,241,2008,0.7,Ecuador,3.0,Ecuador,-1.83,-78.18,54,rare,Average Amount,-78.1834,-1.8312,1,Extra Rare
846,Kallari (Ecuatoriana),Sisa's Secret/ original micro,241,2008,0.7,Ecuador,3.5,Ecuador,-1.83,-78.18,54,rare,Average Amount,-78.1834,-1.8312,1,Extra Rare
847,Kallari (Ecuatoriana),Roberto,245,2008,0.75,Ecuador,2.75,Ecuador,-1.83,-78.18,54,rare,Average Amount,-78.1834,-1.8312,1,Extra Rare
848,Kallari (Ecuatoriana),Diego/ original micro,248,2008,0.85,Ecuador,2.5,Ecuador,-1.83,-78.18,54,rare,High Amount,-78.1834,-1.8312,1,Extra Rare
849,Kallari (Ecuatoriana),Diego 48hr/ W.F. blend prototype,248,2008,0.85,Ecuador,2.75,Ecuador,-1.83,-78.18,54,rare,High Amount,-78.1834,-1.8312,1,Extra Rare
850,Kallari (Ecuatoriana),Diego 60hr/ W.F. blend prototype,248,2008,0.85,Ecuador,3.0,Ecuador,-1.83,-78.18,54,rare,High Amount,-78.1834,-1.8312,1,Extra Rare
851,Kallari (Ecuatoriana),Cacao Nacional W.F.,263,2008,0.75,Ecuador,2.5,Ecuador,-1.83,-78.18,54,rare,Average Amount,-78.1834,-1.8312,2,Rare
852,Kallari (Ecuatoriana),Cacao Nacional W.F.,269,2008,0.85,Ecuador,3.0,Ecuador,-1.83,-78.18,54,rare,High Amount,-78.1834,-1.8312,2,Rare
853,Kaoka (Cemoi),Ecuador,423,2009,0.8,France,2.75,Ecuador,46.6,2.21,144,somewhat common,High Amount,-78.1834,-1.8312,41,Common
854,Kerchner,"La Red, Project Reserva, Guaconejo",1133,2013,0.7,U.S.A.,3.75,Dominican Republic,37.09,-95.71,738,most common,Average Amount,-70.1627,18.7357,1,Extra Rare
855,Ki' Xocolatl,Dark,431,2009,0.72,Mexico,2.0,Mexico,23.63,-102.55,4,extra rare,Average Amount,-102.5528,23.6345,2,Rare
856,Kiskadee,"La Red, Guanconjeco",1251,2014,0.6,U.S.A.,3.0,Dominican Republic,37.09,-95.71,738,most common,Light Amount,-70.1627,18.7357,1,Extra Rare
857,Kto,San Martin,1422,2014,0.72,U.S.A.,2.5,Peru,37.09,-95.71,738,most common,Average Amount,-75.0152,-9.189967,8,Somewhat Rare
858,Kto,Ocumare,1422,2014,0.72,U.S.A.,2.75,Venezuela,37.09,-95.71,738,most common,Average Amount,-66.5897,6.4238,17,Common
859,Kto,Belize,1422,2014,0.72,U.S.A.,3.0,Belize,37.09,-95.71,738,most common,Average Amount,-88.4977,17.1899,13,Somewhat Common
860,Kto,Sambirano Valley,1422,2014,0.72,U.S.A.,3.25,Madagascar,37.09,-95.71,738,most common,Average Amount,46.8691,-18.7669,3,Somewhat Rare
861,Kto,Belize,1426,2014,0.9,U.S.A.,3.25,Belize,37.09,-95.71,738,most common,High Amount,-88.4977,17.1899,13,Somewhat Common
862,Kto,Elvesia,1426,2014,0.72,U.S.A.,3.25,Dominican Republic,37.09,-95.71,738,most common,Average Amount,-70.1627,18.7357,5,Somewhat Rare
863,Kto,ROIG,1426,2014,0.72,U.S.A.,3.25,Dominican Republic,37.09,-95.71,738,most common,Average Amount,-70.1627,18.7357,2,Rare
864,K'ul,"Kafupbo, Petit Bourg, De Borgnes",1840,2016,0.7,U.S.A.,3.25,Haiti,37.09,-95.71,738,most common,Average Amount,-72.2852,18.9712,1,Extra Rare
865,K'ul,"Maranon, Fortunato No. 4",1852,2016,0.7,U.S.A.,2.75,Peru,37.09,-95.71,738,most common,Average Amount,-75.0152,-9.189967,2,Rare
866,K'ul,"Los Rios, Hacienda Limon, Heirloom",1852,2016,0.7,U.S.A.,3.75,Ecuador,37.09,-95.71,738,most common,Average Amount,-78.1834,-1.8312,1,Extra Rare
867,K'ul,"Bahia, Fazenda Camboa",1852,2016,0.7,U.S.A.,3.75,Brazil,37.09,-95.71,738,most common,Average Amount,-51.9253,-14.235,1,Extra Rare
868,Kyya,Uganda,1359,2014,0.725,U.S.A.,2.5,Uganda,37.09,-95.71,738,most common,Average Amount,32.2903,1.3733,6,Somewhat Rare
869,Kyya,Hispaniola,1359,2014,0.725,U.S.A.,3.0,Dominican Republic,37.09,-95.71,738,most common,Average Amount,-70.1627,18.7357,7,Somewhat Rare
870,Kyya,Ecuador,1363,2014,0.725,U.S.A.,2.5,Ecuador,37.09,-95.71,738,most common,Average Amount,-78.1834,-1.8312,41,Common
871,Kyya,Madagascar,1363,2014,0.725,U.S.A.,3.0,Madagascar,37.09,-95.71,738,most common,Average Amount,46.8691,-18.7669,56,Common
872,L.A. Burdick (Felchlin),Peru,891,2012,0.74,U.S.A.,3.25,Peru,37.09,-95.71,738,most common,Average Amount,-75.0152,-9.189967,45,Common
873,L.A. Burdick (Felchlin),Brazil,891,2012,0.7,U.S.A.,4.0,Brazil,37.09,-95.71,738,most common,Average Amount,-51.9253,-14.235,11,Somewhat Common
874,L.A. Burdick (Felchlin),Chuao,927,2012,0.68,U.S.A.,3.75,Venezuela,37.09,-95.71,738,most common,Average Amount,-66.5897,6.4238,19,Common
875,L.A. Burdick (Felchlin),Quito,682,2011,0.74,U.S.A.,3.75,Ecuador,37.09,-95.71,738,most common,Average Amount,-78.1834,-1.8312,1,Extra Rare
876,L.A. Burdick (Felchlin),Grenada,576,2010,0.75,U.S.A.,3.25,Grenada,37.09,-95.71,738,most common,Average Amount,-61.6042,12.1165,11,Somewhat Common
877,L.A. Burdick (Felchlin),Dominican Republic,576,2010,0.74,U.S.A.,3.75,Dominican Republic,37.09,-95.71,738,most common,Average Amount,-70.1627,18.7357,37,Common
878,L.A. Burdick (Felchlin),Venzuela,597,2010,0.71,U.S.A.,3.0,Venezuela,37.09,-95.71,738,most common,Average Amount,-66.5897,6.4238,1,Extra Rare
879,L.A. Burdick (Felchlin),Madagascar,431,2009,0.64,U.S.A.,3.5,Madagascar,37.09,-95.71,738,most common,Light Amount,46.8691,-18.7669,56,Common
880,L.A. Burdick (Felchlin),Bolivian,451,2009,0.68,U.S.A.,3.0,Bolivia,37.09,-95.71,738,most common,Average Amount,-63.5887,-16.2902,2,Rare
881,La Chocolaterie Nanairo,"Lumas, 2015 Harvest, Batch 6, brown sugar",1892,2016,0.7,Japan,2.25,Peru,36.2,138.25,17,extra rare,Average Amount,-75.0152,-9.189967,1,Extra Rare
882,La Chocolaterie Nanairo,"Lumas, 2015 Harvest, Batch 7",1892,2016,0.7,Japan,2.5,Peru,36.2,138.25,17,extra rare,Average Amount,-75.0152,-9.189967,1,Extra Rare
883,La Chocolaterie Nanairo,"Tumbes, 2013 Harvest, Batch 8",1892,2016,0.7,Japan,3.0,Peru,36.2,138.25,17,extra rare,Average Amount,-75.0152,-9.189967,1,Extra Rare
884,La Chocolaterie Nanairo,"Belize, 2014 Harvest, Batch 9",1892,2016,0.7,Japan,3.0,Belize,36.2,138.25,17,extra rare,Average Amount,-88.4977,17.1899,1,Extra Rare
885,La Maison du Chocolat (Valrhona),"Cuana, 2013",1121,2013,0.74,France,2.75,Africa,46.6,2.21,144,somewhat common,Average Amount,17.0,0.0,1,Extra Rare
886,La Maison du Chocolat (Valrhona),Tobago,1145,2013,0.6,France,3.25,Tobago,46.6,2.21,144,somewhat common,Light Amount,-60.6,11.2,1,Extra Rare
887,La Maison du Chocolat (Valrhona),"Acarigua, w/ nibs",1189,2013,0.56,France,3.25,Ecuador,46.6,2.21,144,somewhat common,Light Amount,-78.1834,-1.8312,1,Extra Rare
888,La Maison du Chocolat (Valrhona),Loma Sotavento,891,2012,0.66,France,3.5,Dominican Republic,46.6,2.21,144,somewhat common,Average Amount,-70.1627,18.7357,1,Extra Rare
889,La Maison du Chocolat (Valrhona),Grenada,741,2011,0.68,France,3.5,Grenada,46.6,2.21,144,somewhat common,Average Amount,-61.6042,12.1165,11,Somewhat Common
890,La Maison du Chocolat (Valrhona),Akosombo,346,2009,0.68,France,3.25,Ghana,46.6,2.21,144,somewhat common,Average Amount,-1.0232,7.9465,1,Extra Rare
891,La Maison du Chocolat (Valrhona),"Porcelana, Pariguan",346,2009,0.69,France,3.5,Venezuela,46.6,2.21,144,somewhat common,Average Amount,-66.5897,6.4238,1,Extra Rare
892,La Maison du Chocolat (Valrhona),"Cuana, 2008",230,2008,0.74,France,3.5,Venezuela,46.6,2.21,144,somewhat common,Average Amount,-66.5897,6.4238,1,Extra Rare
893,La Oroquidea,Peruvian Amazon,721,2011,0.72,Peru,2.5,Peru,-9.19,-75.02,17,extra rare,Average Amount,-75.0152,-9.189967,1,Extra Rare
894,La Pepa de Oro,Vinces,713,2011,0.6,Ecuador,3.25,Ecuador,-1.83,-78.18,54,rare,Light Amount,-78.1834,-1.8312,1,Extra Rare
895,Laia aka Chat-Noir,"Madagascar, Batch 59/100",1590,2015,0.75,France,2.75,Madagascar,46.6,2.21,144,somewhat common,Average Amount,46.8691,-18.7669,1,Extra Rare
896,Laia aka Chat-Noir,"Vietnam, Batch 50/100",1590,2015,0.75,France,2.75,Vietnam,46.6,2.21,144,somewhat common,Average Amount,108.2772,14.0583,1,Extra Rare
897,Laia aka Chat-Noir,"Cuba, Batch 59/100",1590,2015,0.75,France,3.0,Cuba,46.6,2.21,144,somewhat common,Average Amount,-77.7812,21.5218,1,Extra Rare
898,Laia aka Chat-Noir,"Peru, Batch 51/100",1590,2015,0.75,France,3.25,Peru,46.6,2.21,144,somewhat common,Average Amount,-75.0152,-9.189967,1,Extra Rare
899,Laia aka Chat-Noir,"Ivory Coast, Batch 56/100",1594,2015,0.75,France,3.0,Ivory Coast,46.6,2.21,144,somewhat common,Average Amount,-5.5471,7.539989,1,Extra Rare
900,Laia aka Chat-Noir,"Sao Tome, Batch 151",1638,2015,0.75,France,3.5,Sao Tome,46.6,2.21,144,somewhat common,Average Amount,6.6131,0.1864,1,Extra Rare
901,Laia aka Chat-Noir,"Bahia, Batch 148",1642,2015,0.75,France,3.25,Brazil,46.6,2.21,144,somewhat common,Average Amount,-51.9253,-14.235,1,Extra Rare
902,Laia aka Chat-Noir,"Lam Dong, Batch 153",1642,2015,0.75,France,3.75,Vietnam,46.6,2.21,144,somewhat common,Average Amount,108.2772,14.0583,1,Extra Rare
903,Laia aka Chat-Noir,Cuba,1434,2014,0.7,France,2.75,Cuba,46.6,2.21,144,somewhat common,Average Amount,-77.7812,21.5218,6,Somewhat Rare
904,Laia aka Chat-Noir,Trinidad-Tobago,1438,2014,0.68,France,2.75,Trinidad,46.6,2.21,144,somewhat common,Average Amount,-61.2225,10.6918,1,Extra Rare
905,Lajedo do Ouro,Catongo,927,2012,0.7,Brazil,3.5,Brazil,-14.24,-51.93,17,extra rare,Average Amount,-51.9253,-14.235,2,Rare
906,Lake Champlain (Callebaut),Tanzania,327,2009,0.75,U.S.A.,2.5,Tanzania,37.09,-95.71,738,most common,Average Amount,34.8888,-6.369028,11,Somewhat Common
907,L'Amourette,Rugoso,1784,2016,0.8,U.S.A.,3.5,Nicaragua,37.09,-95.71,738,most common,High Amount,-85.2072,12.8654,3,Somewhat Rare
908,L'Amourette,Carenero Superior,833,2012,0.75,U.S.A.,3.0,Venezuela,37.09,-95.71,738,most common,Average Amount,-66.5897,6.4238,10,Somewhat Common
909,L'Amourette,Rio Caribe,833,2012,0.75,U.S.A.,3.0,Venezuela,37.09,-95.71,738,most common,Average Amount,-66.5897,6.4238,5,Somewhat Rare
910,L'Amourette,Blend,853,2012,0.72,U.S.A.,3.0,Peru,37.09,-95.71,738,most common,Average Amount,-75.0152,-9.189967,3,Somewhat Rare
911,Letterpress,"La Masica, Batch 7, FHIA",1952,2017,0.7,U.S.A.,3.5,Honduras,37.09,-95.71,738,most common,Average Amount,-86.2419,15.2,1,Extra Rare
912,Letterpress,"Maya Mtn, Batch 18, Heirloom",1952,2017,0.7,U.S.A.,3.25,Belize,37.09,-95.71,738,most common,Average Amount,-88.4977,17.1899,1,Extra Rare
913,Letterpress,Liberia,1728,2016,0.7,U.S.A.,3.25,Liberia,37.09,-95.71,738,most common,Average Amount,-9.4295,6.4281,1,Extra Rare
914,Letterpress,Beniamo,1562,2015,0.7,U.S.A.,3.25,Bolivia,37.09,-95.71,738,most common,Average Amount,-63.5887,-16.2902,1,Extra Rare
915,Letterpress,"San Juan Estate, Gran Couva",1562,2015,0.7,U.S.A.,3.5,Trinidad,37.09,-95.71,738,most common,Average Amount,-61.2225,10.6918,4,Somewhat Rare
916,Letterpress,San Andres,1566,2015,0.7,U.S.A.,3.0,Costa Rica,37.09,-95.71,738,most common,Average Amount,-84.0739,9.7489,2,Rare
917,Letterpress,"La Red, Guaconejo",1566,2015,0.7,U.S.A.,3.25,Dominican Republic,37.09,-95.71,738,most common,Average Amount,-70.1627,18.7357,1,Extra Rare
918,Letterpress,Kokoa Kamili,1566,2015,0.7,U.S.A.,3.5,Tanzania,37.09,-95.71,738,most common,Average Amount,34.8888,-6.369028,6,Somewhat Rare
919,Letterpress,Maranura,1371,2014,0.7,U.S.A.,3.5,Peru,37.09,-95.71,738,most common,Average Amount,-75.0152,-9.189967,1,Extra Rare
920,Levy,Sambirano,1231,2014,0.71,Finland,3.5,Madagascar,61.92,25.72,2,extra rare,Average Amount,46.8691,-18.7669,19,Common
921,Lilla,Madagascar,1856,2016,0.7,Finland,3.0,Madagascar,61.92,25.72,2,extra rare,Average Amount,46.8691,-18.7669,56,Common
922,Lillie Belle,Perfect Illusion,855,2012,0.65,U.S.A.,3.5,Peru,37.09,-95.71,738,most common,Average Amount,-75.0152,-9.189967,1,Extra Rare
923,Lillie Belle,"Bolivia, Wild Thing",903,2012,0.68,U.S.A.,3.5,Bolivia,37.09,-95.71,738,most common,Average Amount,-63.5887,-16.2902,1,Extra Rare
924,Lillie Belle,La Selva,903,2012,0.68,U.S.A.,3.75,Peru,37.09,-95.71,738,most common,Average Amount,-75.0152,-9.189967,1,Extra Rare
925,Lillie Belle,Purple Haze,947,2012,0.75,U.S.A.,2.75,Venezuela,37.09,-95.71,738,most common,Average Amount,-66.5897,6.4238,1,Extra Rare
926,Lillie Belle,"The Other One, Grand Cru",947,2012,0.74,U.S.A.,3.0,Dominican Republic,37.09,-95.71,738,most common,Average Amount,-70.1627,18.7357,1,Extra Rare
927,Lillie Belle,Wild Thing,947,2012,0.68,U.S.A.,3.5,Bolivia,37.09,-95.71,738,most common,Average Amount,-63.5887,-16.2902,1,Extra Rare
928,Loiza,Puerto Rico,1049,2013,0.65,Puerto Rico,2.5,Puerto Rico,18.22,-66.59,4,extra rare,Average Amount,-66.5901,18.2208,5,Somewhat Rare
929,Lonohana,"Haleiwa, O'ahu; Lonohana E., Kanahiku",1383,2014,0.7,U.S.A.,3.75,Hawaii,37.09,-95.71,738,most common,Average Amount,-155.5828,19.8968,1,Extra Rare
930,Lonohana,"Haleiwa E, O'ahu, 2014",1395,2014,0.65,U.S.A.,3.25,Hawaii,37.09,-95.71,738,most common,Average Amount,-155.5828,19.8968,2,Rare
931,Lonohana,"Haleiwa E, O'ahu, 2014",1395,2014,0.75,U.S.A.,3.75,Hawaii,37.09,-95.71,738,most common,Average Amount,-155.5828,19.8968,2,Rare
932,Lonohana,"Opaeula Estate, O'ahu, Nene, CG Exclusive",1093,2013,0.71,U.S.A.,3.0,Hawaii,37.09,-95.71,738,most common,Average Amount,-155.5828,19.8968,1,Extra Rare
933,Lonohana,"Opaeula Estate, O'ahu, Ele'ele",1097,2013,0.72,U.S.A.,3.0,Hawaii,37.09,-95.71,738,most common,Average Amount,-155.5828,19.8968,1,Extra Rare
934,Lonohana,"Hawaiian Crown, Kona Vanilla",1097,2013,0.7,U.S.A.,3.5,Hawaii,37.09,-95.71,738,most common,Average Amount,-155.5828,19.8968,1,Extra Rare
935,Love Bar,Nicaragua,1502,2015,0.75,U.S.A.,2.0,Nicaragua,37.09,-95.71,738,most common,Average Amount,-85.2072,12.8654,9,Somewhat Rare
936,Luker,Selva,552,2010,0.46,Colombia,2.75,Colombia,4.57,-74.3,23,extra rare,Light Amount,-74.2973,4.5709,1,Extra Rare
937,Luker,Macondo,552,2010,0.6,Colombia,3.0,Colombia,4.57,-74.3,23,extra rare,Light Amount,-74.2973,4.5709,2,Rare
938,Luker,Misterio,552,2010,0.58,Colombia,3.0,Colombia,4.57,-74.3,23,extra rare,Light Amount,-74.2973,4.5709,1,Extra Rare
939,Luker,Santander,552,2010,0.65,Colombia,3.5,Colombia,4.57,-74.3,23,extra rare,Average Amount,-74.2973,4.5709,1,Extra Rare
940,Machu Picchu Trading Co.,Peru,721,2011,0.7,Peru,1.5,Peru,-9.19,-75.02,17,extra rare,Average Amount,-75.0152,-9.189967,45,Common
941,Machu Picchu Trading Co.,Peru,552,2010,0.55,Peru,2.25,Peru,-9.19,-75.02,17,extra rare,Light Amount,-75.0152,-9.189967,45,Common
942,Madecasse (Cinagra),Madagascar,284,2008,0.67,Madagascar,3.5,Madagascar,-18.77,46.87,17,extra rare,Average Amount,46.8691,-18.7669,56,Common
943,Madecasse (Cinagra),Madagascar,284,2008,0.7,Madagascar,3.75,Madagascar,-18.77,46.87,17,extra rare,Average Amount,46.8691,-18.7669,56,Common
944,Madecasse (Cinagra),Madagascar,284,2008,0.63,Madagascar,4.0,Madagascar,-18.77,46.87,17,extra rare,Light Amount,46.8691,-18.7669,56,Common
945,Madecasse (Cinagra),Madagascar,288,2008,0.75,Madagascar,3.5,Madagascar,-18.77,46.87,17,extra rare,Average Amount,46.8691,-18.7669,56,Common
946,Madre,Guadalcanal,1940,2017,0.73,U.S.A.,3.5,Solomon Islands,37.09,-95.71,738,most common,Average Amount,160.1562,-9.6457,2,Rare
947,Madre,Puerto Rico,1085,2013,0.7,U.S.A.,2.75,Puerto Rico,37.09,-95.71,738,most common,Average Amount,-66.5901,18.2208,5,Somewhat Rare
948,Madre,Brazil,1085,2013,0.7,U.S.A.,3.5,Brazil,37.09,-95.71,738,most common,Average Amount,-51.9253,-14.235,11,Somewhat Common
949,Madre,"Choobua, Kona",1089,2013,0.7,U.S.A.,2.75,Hawaii,37.09,-95.71,738,most common,Average Amount,-155.5828,19.8968,1,Extra Rare
950,Madre,"Xocunusco, Chiapas, Pichucalco",1089,2013,0.7,U.S.A.,2.75,Mexico,37.09,-95.71,738,most common,Average Amount,-102.5528,23.6345,1,Extra Rare
951,Madre,"Hamakua Coast, Kokoleka",991,2012,0.7,U.S.A.,3.25,Hawaii,37.09,-95.71,738,most common,Average Amount,-155.5828,19.8968,1,Extra Rare
952,Madre,"Criollo, Hawaii",995,2012,0.7,U.S.A.,3.25,Hawaii,37.09,-95.71,738,most common,Average Amount,-155.5828,19.8968,1,Extra Rare
953,Madre,Kaua'i,995,2012,0.7,U.S.A.,3.5,Hawaii,37.09,-95.71,738,most common,Average Amount,-155.5828,19.8968,1,Extra Rare
954,Madre,Dominican,672,2011,0.7,U.S.A.,2.5,Dominican Republic,37.09,-95.71,738,most common,Average Amount,-70.1627,18.7357,1,Extra Rare
955,Madre,Upala,693,2011,0.7,U.S.A.,2.75,Costa Rica,37.09,-95.71,738,most common,Average Amount,-84.0739,9.7489,2,Rare
956,Madre,"Chiapas, Triple Cacao",607,2010,0.72,U.S.A.,2.75,Mexico,37.09,-95.71,738,most common,Average Amount,-102.5528,23.6345,1,Extra Rare
957,Maglio,Africa,300,2008,0.75,Italy,2.0,Tanzania,41.87,12.57,54,rare,Average Amount,34.8888,-6.369028,3,Somewhat Rare
958,Maglio,Ecuador,308,2008,0.7,Italy,3.0,Ecuador,41.87,12.57,54,rare,Average Amount,-78.1834,-1.8312,41,Common
959,Maglio,Cuba,308,2008,0.7,Italy,3.25,Cuba,41.87,12.57,54,rare,Average Amount,-77.7812,21.5218,6,Somewhat Rare
960,Maglio,Santo Domingo,308,2008,0.7,Italy,3.75,Dominican Republic,41.87,12.57,54,rare,Average Amount,-70.1627,18.7357,5,Somewhat Rare
961,Majani,Ecuador,531,2010,0.7,Italy,2.0,Ecuador,41.87,12.57,54,rare,Average Amount,-78.1834,-1.8312,41,Common
962,Malagasy (Chocolaterie Robert),Sambirano 2006,184,2007,0.75,Madagascar,2.75,Madagascar,-18.77,46.87,17,extra rare,Average Amount,46.8691,-18.7669,1,Extra Rare
963,Malagasy (Chocolaterie Robert),Mora Mora 2006,184,2007,0.73,Madagascar,3.5,Madagascar,-18.77,46.87,17,extra rare,Average Amount,46.8691,-18.7669,1,Extra Rare
964,Malagos,"Davao, Mt. Talamo foothills",1121,2013,0.65,Philippines,3.5,Philippines,12.88,121.77,1,extra rare,Average Amount,121.774,12.8797,1,Extra Rare
965,Malie Kai (Guittard),"O'ahu, N. Shore, Waialua Estate w/ nibs",502,2010,0.55,U.S.A.,3.5,Hawaii,37.09,-95.71,738,most common,Light Amount,-155.5828,19.8968,1,Extra Rare
966,Malie Kai (Guittard),"O'ahu, N. Shore, Waialua Estate",311,2009,0.55,U.S.A.,2.75,Hawaii,37.09,-95.71,738,most common,Light Amount,-155.5828,19.8968,2,Rare
967,Malmo,Chuao,1856,2016,0.7,Sweden,3.0,Venezuela,60.13,18.64,5,extra rare,Average Amount,-66.5897,6.4238,19,Common
